store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,315.4,312.35,75,2,137,137,137,171,280,326,338
STORE_0002,P,221.14,329.86,78,2,58,58,58,73,119,138,144
STORE_0003,P,279.49,451.51,63,1,136,136,136,170,278,324,336
STORE_0004,P,416.32,356.82,93,1,133,133,133,167,273,318,330
STORE_0005,P,323.73,202.32,98,2,99,99,99,124,203,236,245
STORE_0006,P,397.6,251.8,96,1,59,59,59,74,120,140,146
STORE_0007,P,29.66,309.0,99,3,108,108,108,135,221,258,268
STORE_0008,P,404.96,477.66,72,1,141,141,141,176,288,336,349
STORE_0009,P,256.53,392.34,84,3,114,114,114,143,234,272,283
STORE_0010,P,315.58,21.02,105,3,99,99,99,123,202,235,244
STORE_0011,P,340.07,164.86,75,3,58,58,58,73,119,139,144
STORE_0012,P,90.8,452.33,94,1,118,118,118,147,240,280,291
STORE_0013,P,83.75,138.3,93,2,132,132,132,164,269,313,325
STORE_0014,P,298.83,130.27,75,3,124,124,124,155,253,295,306
STORE_0015,M,372.11,477.36,148,4,341,341,341,363,661,878,975
STORE_0016,M,386.31,382.35,164,4,220,220,220,234,426,566,628
STORE_0017,M,78.66,231.54,145,5,530,530,530,563,1026,1364,1514
STORE_0018,M,153.82,500.0,157,3,664,664,664,706,1287,1711,1899
STORE_0019,M,411.94,446.07,163,4,674,674,674,717,1306,1736,1928
STORE_0020,G,238.63,280.93,226,6,1250,1250,1250,1250,2188,3199,3854
