store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,327.89,322.35,112,1,81,81,81,102,166,194,201
STORE_0002,P,428.53,383.12,86,3,144,144,144,180,294,343,356
STORE_0003,P,206.8,412.38,104,3,66,66,66,83,135,158,164
STORE_0004,P,192.94,173.07,120,2,119,119,119,148,242,282,293
STORE_0005,P,159.47,83.76,90,1,77,77,77,96,157,183,190
STORE_0006,P,81.1,22.95,94,3,83,83,83,103,169,197,204
STORE_0007,P,117.14,283.9,88,2,54,54,54,68,111,129,134
STORE_0008,P,392.48,395.81,80,1,127,127,127,159,260,303,314
STORE_0009,P,424.37,448.74,77,3,85,85,85,106,173,202,210
STORE_0010,P,401.15,222.06,91,3,102,102,102,128,209,243,253
STORE_0011,P,173.9,404.38,69,1,128,128,128,160,262,305,316
STORE_0012,P,83.21,458.7,70,1,63,63,63,78,128,150,155
STORE_0013,P,1.49,415.7,97,1,138,138,138,173,283,330,342
STORE_0014,P,260.27,4.0,74,3,133,133,133,166,271,316,328
STORE_0015,P,218.06,304.28,70,1,111,111,111,138,226,263,273
STORE_0016,P,109.22,378.1,99,3,90,90,90,112,184,214,222
STORE_0017,P,76.88,155.54,60,1,79,79,79,99,162,189,196
STORE_0018,P,399.04,380.94,84,1,62,62,62,77,126,147,152
STORE_0019,P,111.65,267.14,96,1,100,100,100,125,204,238,247
STORE_0020,P,409.72,484.65,88,3,80,80,80,100,163,190,198
STORE_0021,P,37.98,401.29,82,1,110,110,110,138,225,263,273
STORE_0022,P,316.48,131.97,90,3,76,76,76,96,156,182,189
STORE_0023,P,48.49,494.41,93,1,59,59,59,74,121,140,146
STORE_0024,P,22.81,85.47,70,1,89,89,89,112,183,213,221
STORE_0025,P,5.8,278.02,76,2,78,78,78,97,159,185,192
STORE_0026,P,244.73,163.2,60,3,80,80,80,100,163,190,197
STORE_0027,P,492.96,377.71,101,2,56,56,56,70,115,134,139
STORE_0028,P,306.21,350.64,87,2,146,146,146,182,298,347,360
STORE_0029,P,194.96,22.82,95,3,138,138,138,173,282,329,342
STORE_0030,P,57.83,264.77,88,2,141,141,141,177,289,337,350
STORE_0031,P,411.91,62.68,87,3,70,70,70,88,143,167,173
STORE_0032,P,158.73,145.95,82,3,102,102,102,127,208,243,252
STORE_0033,P,262.33,242.96,89,1,146,146,146,183,298,348,361
STORE_0034,P,332.59,431.27,101,3,141,141,141,176,288,335,348
STORE_0035,P,106.06,289.49,88,1,53,53,53,66,108,125,130
STORE_0036,P,235.29,235.27,107,2,147,147,147,184,301,350,364
STORE_0037,P,332.01,207.39,83,1,75,75,75,93,152,178,184
STORE_0038,P,59.1,342.17,60,1,63,63,63,79,129,150,156
STORE_0039,P,349.52,484.87,75,2,131,131,131,164,269,313,325
STORE_0040,P,147.84,256.97,78,1,61,61,61,76,124,145,150
STORE_0041,P,38.41,184.11,62,1,83,83,83,103,169,197,204
STORE_0042,P,467.04,193.54,69,2,60,60,60,75,123,143,148
STORE_0043,P,196.17,298.2,98,2,90,90,90,112,183,213,222
STORE_0044,P,245.35,302.06,85,3,85,85,85,106,174,203,210
STORE_0045,P,231.75,465.71,85,3,142,142,142,177,289,337,350
STORE_0046,P,213.36,482.74,96,2,99,99,99,124,202,235,244
STORE_0047,P,13.35,484.81,60,2,116,116,116,145,238,277,288
