store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,433.02,410.41,73,1,111,111,111,139,227,264,274
STORE_0002,P,386.48,391.68,92,2,50,50,50,63,103,120,125
STORE_0003,P,346.68,1.99,96,2,53,53,53,66,108,126,131
STORE_0004,P,375.16,310.76,92,2,147,147,147,183,300,349,362
STORE_0005,P,276.45,123.32,97,1,135,135,135,169,276,322,334
STORE_0006,P,43.65,169.46,97,1,84,84,84,106,173,201,209
STORE_0007,P,348.38,297.79,73,2,109,109,109,137,223,260,270
STORE_0008,P,453.52,106.18,81,3,67,67,67,83,136,159,165
STORE_0009,P,9.84,12.9,77,3,100,100,100,125,204,237,246
STORE_0010,P,120.19,385.92,96,3,108,108,108,135,220,256,266
STORE_0011,P,264.36,457.0,101,1,145,145,145,182,297,346,360
STORE_0012,P,231.85,493.62,85,3,82,82,82,102,167,195,203
STORE_0013,P,248.55,48.43,77,2,92,92,92,115,188,219,228
STORE_0014,P,381.39,207.57,103,1,123,123,123,153,250,292,303
STORE_0015,P,117.41,403.33,100,3,93,93,93,116,190,221,229
STORE_0016,P,455.71,42.64,99,2,90,90,90,113,185,215,224
STORE_0017,P,410.33,403.56,104,3,72,72,72,90,147,171,177
STORE_0018,P,487.07,307.65,106,1,117,117,117,146,239,279,290
STORE_0019,P,75.56,128.92,71,3,67,67,67,83,136,159,165
STORE_0020,P,176.55,70.28,96,2,90,90,90,112,184,214,222
STORE_0021,P,208.66,447.62,109,3,66,66,66,83,135,157,163
STORE_0022,P,289.65,134.09,101,1,60,60,60,75,122,143,148
STORE_0023,P,8.48,92.14,82,3,134,134,134,168,274,319,331
STORE_0024,P,284.98,255.21,69,1,58,58,58,73,119,139,144
STORE_0025,P,146.28,169.17,91,1,120,120,120,150,245,285,296
STORE_0026,P,325.09,257.61,66,2,96,96,96,120,196,228,237
STORE_0027,P,171.45,307.28,72,2,82,82,82,103,168,196,203
STORE_0028,P,325.8,42.52,94,1,62,62,62,77,126,147,152
STORE_0029,P,324.95,407.57,119,2,96,96,96,120,197,229,238
STORE_0030,P,342.5,475.28,100,1,138,138,138,172,282,328,341
STORE_0031,P,168.16,1.62,69,2,108,108,108,136,222,258,268
STORE_0032,P,276.57,199.51,85,3,55,55,55,69,113,131,136
STORE_0033,P,430.65,439.68,74,2,84,84,84,105,172,201,209
STORE_0034,P,341.29,404.22,107,3,123,123,123,154,251,293,304
STORE_0035,P,165.77,381.65,72,3,142,142,142,177,289,337,350
STORE_0036,M,0.0,22.93,145,3,231,231,231,245,447,594,659
STORE_0037,M,338.09,212.17,136,3,536,536,536,570,1039,1381,1533
STORE_0038,M,346.06,403.84,146,5,712,712,712,757,1380,1834,2036
STORE_0039,M,150.86,0.0,168,3,662,662,662,703,1281,1703,1891
STORE_0040,M,194.66,493.86,158,5,605,605,605,643,1171,1557,1728
STORE_0041,M,312.25,500.0,167,5,277,277,277,295,537,713,792
STORE_0042,M,179.57,24.3,173,5,275,275,275,292,532,707,785
STORE_0043,M,403.85,500.0,161,4,519,519,519,551,1004,1335,1482
STORE_0044,M,341.81,500.0,176,3,458,458,458,487,887,1179,1308
STORE_0045,M,330.22,405.61,148,4,506,506,506,538,980,1303,1446
STORE_0046,M,366.11,347.31,162,4,702,702,702,746,1359,1807,2006
STORE_0047,M,249.0,343.15,156,4,658,658,658,699,1274,1694,1880
STORE_0048,G,0.0,39.76,199,6,981,981,981,981,1717,2511,3025
STORE_0049,G,183.71,329.77,202,6,555,555,555,555,971,1420,1711
STORE_0050,G,403.9,500.0,180,6,1186,1186,1186,1186,2076,3035,3657
