store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,186.37,103.81,83,1,90,90,90,112,183,213,221
STORE_0002,P,435.38,243.16,92,1,72,72,72,89,146,170,177
STORE_0003,P,357.51,237.27,79,2,76,76,76,95,155,180,187
STORE_0004,P,467.82,164.1,94,2,113,113,113,142,232,270,280
STORE_0005,P,173.54,370.87,87,3,104,104,104,130,212,247,257
STORE_0006,P,21.96,110.19,110,1,67,67,67,83,136,159,165
STORE_0007,P,24.07,453.8,65,1,117,117,117,146,239,278,289
STORE_0008,M,0.0,356.16,138,5,114,114,114,121,220,293,325
STORE_0009,M,201.11,405.57,142,5,299,299,299,318,580,770,855
STORE_0010,G,34.72,478.92,219,6,930,930,930,930,1628,2380,2868
