store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,398.3,475.68,83,3,50,50,50,63,103,120,125
STORE_0002,P,293.85,230.45,102,2,126,126,126,158,258,301,313
STORE_0003,P,133.85,197.33,110,1,128,128,128,159,261,304,315
STORE_0004,P,102.6,276.13,66,2,66,66,66,83,136,158,164
STORE_0005,P,221.91,394.35,78,1,122,122,122,153,250,291,302
STORE_0006,P,211.28,371.05,78,1,139,139,139,173,283,330,343
STORE_0007,P,497.4,344.04,90,2,70,70,70,87,143,167,173
STORE_0008,P,25.95,331.08,91,3,106,106,106,133,217,253,262
STORE_0009,P,238.83,405.57,80,2,65,65,65,81,132,154,160
STORE_0010,P,414.67,131.71,81,2,53,53,53,67,109,127,132
STORE_0011,P,6.44,177.28,103,3,80,80,80,99,163,189,197
STORE_0012,P,353.14,147.29,86,3,95,95,95,118,193,225,234
STORE_0013,P,132.93,281.81,100,3,82,82,82,103,168,196,203
STORE_0014,P,194.36,253.65,105,1,53,53,53,66,108,126,131
STORE_0015,P,227.94,59.92,87,3,106,106,106,132,216,252,262
STORE_0016,P,380.05,449.09,102,3,95,95,95,118,193,225,234
STORE_0017,P,230.87,360.84,82,1,124,124,124,156,254,296,308
STORE_0018,P,290.93,75.26,114,2,85,85,85,106,174,203,210
STORE_0019,P,19.22,180.4,103,3,98,98,98,122,200,233,242
STORE_0020,P,497.35,117.26,83,3,121,121,121,151,247,288,299
STORE_0021,P,343.24,469.47,101,3,107,107,107,134,218,254,264
STORE_0022,P,317.38,37.77,69,1,50,50,50,63,103,120,125
STORE_0023,P,364.61,131.15,80,1,116,116,116,145,238,277,288
STORE_0024,P,382.25,397.23,94,1,108,108,108,135,221,258,268
STORE_0025,P,54.2,204.19,102,2,121,121,121,151,247,287,298
STORE_0026,P,207.18,35.54,93,1,82,82,82,102,167,194,202
STORE_0027,P,329.88,457.3,82,3,107,107,107,134,219,255,265
STORE_0028,P,104.49,184.56,92,1,124,124,124,154,252,294,305
STORE_0029,P,361.64,340.42,83,2,98,98,98,123,201,234,243
STORE_0030,P,202.03,221.57,93,3,68,68,68,85,139,162,168
STORE_0031,P,480.24,401.29,66,1,66,66,66,83,135,158,164
STORE_0032,P,13.93,278.47,70,3,138,138,138,172,281,328,340
STORE_0033,P,95.28,462.15,75,3,146,146,146,183,299,348,361
STORE_0034,P,279.64,318.44,90,1,53,53,53,67,109,127,132
STORE_0035,P,198.68,266.38,101,1,134,134,134,167,273,318,330
STORE_0036,P,392.83,271.25,110,1,140,140,140,175,287,334,347
