store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,449.11,448.96,74,2,119,119,119,149,244,284,295
STORE_0002,P,347.73,293.02,93,3,83,83,83,104,170,197,205
STORE_0003,P,349.74,167.27,99,1,139,139,139,174,284,331,344
STORE_0004,P,296.37,403.2,89,2,62,62,62,77,126,147,153
STORE_0005,P,231.91,325.19,95,1,89,89,89,111,182,212,220
STORE_0006,P,102.38,105.85,79,2,124,124,124,155,254,296,307
STORE_0007,P,95.92,473.23,106,2,62,62,62,78,127,148,154
STORE_0008,P,32.81,41.07,91,1,135,135,135,169,277,322,335
STORE_0009,P,120.19,388.14,102,3,71,71,71,88,144,168,174
STORE_0010,P,299.19,413.99,76,3,111,111,111,139,227,264,274
STORE_0011,P,390.09,42.53,102,2,139,139,139,174,285,332,345
STORE_0012,P,472.15,423.41,100,3,148,148,148,185,302,352,366
STORE_0013,P,217.17,18.93,115,1,106,106,106,132,217,252,262
STORE_0014,P,411.86,352.97,67,3,133,133,133,166,272,317,329
STORE_0015,M,154.05,500.0,138,4,151,151,151,160,292,388,430
STORE_0016,M,196.89,500.0,127,4,197,197,197,210,382,508,564
STORE_0017,M,263.49,492.12,143,3,357,357,357,380,692,919,1020
STORE_0018,M,197.5,101.11,162,4,336,336,336,357,651,865,960
STORE_0019,M,209.16,215.56,155,4,610,610,610,648,1181,1569,1742
STORE_0020,G,155.91,266.14,218,6,722,722,722,722,1264,1847,2226
