store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,113.0,11.75,60,1,97,97,97,121,198,231,240
STORE_0002,P,428.13,2.58,89,1,70,70,70,87,142,166,172
STORE_0003,P,437.47,377.45,104,3,61,61,61,76,124,144,150
STORE_0004,P,1.63,7.48,120,3,80,80,80,101,164,192,199
STORE_0005,P,156.99,440.83,77,1,122,122,122,152,249,290,301
STORE_0006,P,334.79,375.66,71,3,73,73,73,91,149,174,181
STORE_0007,P,224.76,421.16,90,1,90,90,90,112,184,214,222
STORE_0008,M,319.77,303.48,157,3,664,664,664,706,1286,1710,1898
STORE_0009,M,51.65,403.46,161,5,365,365,365,388,708,940,1044
STORE_0010,G,26.61,0.0,198,6,1178,1178,1178,1178,2062,3015,3633
