store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,154.18,13.83,66,1,82,82,82,102,167,194,202
STORE_0002,P,210.64,102.8,92,3,94,94,94,117,192,223,232
STORE_0003,P,453.69,169.44,97,3,116,116,116,145,237,276,287
STORE_0004,P,81.99,449.5,66,2,92,92,92,115,188,219,228
STORE_0005,P,447.16,186.86,85,2,136,136,136,170,278,324,336
STORE_0006,P,197.1,273.83,74,2,105,105,105,132,215,251,260
STORE_0007,P,420.3,12.35,68,2,133,133,133,166,272,317,329
STORE_0008,P,386.58,483.25,68,3,143,143,143,179,292,340,353
STORE_0009,P,445.64,372.58,106,2,114,114,114,142,233,271,281
STORE_0010,P,14.33,444.84,72,3,98,98,98,123,201,234,243
STORE_0011,P,268.22,444.72,103,1,85,85,85,107,174,203,211
STORE_0012,P,438.42,323.43,93,2,88,88,88,110,180,210,218
STORE_0013,P,224.02,480.04,77,3,131,131,131,164,268,312,324
STORE_0014,P,249.02,217.99,64,2,137,137,137,171,280,326,339
STORE_0015,P,109.45,187.26,71,3,108,108,108,135,221,257,267
STORE_0016,P,348.24,432.56,116,2,144,144,144,179,293,342,355
STORE_0017,P,270.54,292.38,93,3,61,61,61,77,126,146,152
STORE_0018,P,347.0,157.22,92,3,140,140,140,175,286,333,346
STORE_0019,P,302.69,309.85,69,1,54,54,54,67,110,129,133
STORE_0020,P,432.14,169.08,70,3,143,143,143,179,292,341,354
STORE_0021,P,197.91,384.41,96,1,125,125,125,156,255,297,309
STORE_0022,P,422.91,304.14,93,2,88,88,88,110,181,210,218
STORE_0023,P,483.93,359.84,101,3,146,146,146,182,298,348,361
STORE_0024,P,387.43,304.7,79,1,68,68,68,85,139,162,168
STORE_0025,P,457.69,362.88,98,1,57,57,57,71,116,136,141
STORE_0026,P,241.82,242.16,76,2,119,119,119,149,244,284,295
STORE_0027,P,468.87,237.27,102,3,66,66,66,83,135,158,164
STORE_0028,P,16.75,147.02,97,1,80,80,80,100,164,191,198
STORE_0029,P,465.62,307.89,88,3,149,149,149,186,304,355,368
STORE_0030,P,82.06,379.61,86,3,63,63,63,79,129,150,156
STORE_0031,P,39.78,246.02,79,3,111,111,111,139,227,264,274
STORE_0032,P,81.24,368.21,89,3,82,82,82,102,167,195,203
STORE_0033,P,474.18,48.25,91,3,127,127,127,159,260,303,315
STORE_0034,P,134.27,420.82,109,2,133,133,133,166,272,317,329
STORE_0035,P,407.99,147.87,95,1,75,75,75,94,154,179,186
STORE_0036,M,242.11,500.0,164,4,416,416,416,442,806,1071,1189
STORE_0037,M,479.94,125.13,132,5,632,632,632,671,1223,1626,1805
STORE_0038,M,68.43,489.6,152,4,642,642,642,683,1244,1654,1836
STORE_0039,M,500.0,270.43,159,5,361,361,361,383,699,929,1031
STORE_0040,M,112.53,279.35,138,3,343,343,343,364,664,882,979
STORE_0041,M,405.97,105.26,137,4,627,627,627,666,1214,1613,1791
STORE_0042,M,426.05,278.67,153,5,539,539,539,573,1044,1387,1540
STORE_0043,M,92.8,239.68,146,5,734,734,734,780,1422,1889,2097
STORE_0044,M,486.27,421.49,155,3,549,549,549,583,1063,1412,1568
STORE_0045,M,437.92,384.95,170,4,501,501,501,532,970,1289,1431
STORE_0046,M,460.61,417.76,120,5,741,741,741,788,1436,1909,2119
STORE_0047,M,91.19,323.07,125,3,294,294,294,312,569,756,839
STORE_0048,G,76.58,206.48,208,5,1017,1017,1017,1017,1780,2603,3136
STORE_0049,G,312.43,435.7,185,6,1180,1180,1180,1180,2065,3019,3638
STORE_0050,G,196.67,385.69,215,5,1302,1302,1302,1302,2279,3332,4014
