store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,437.52,304.71,90,3,98,98,98,123,201,234,243
STORE_0002,P,235.95,361.3,95,1,100,100,100,125,204,238,247
STORE_0003,P,324.35,73.36,114,3,120,120,120,150,246,286,297
STORE_0004,P,451.1,496.71,97,3,95,95,95,119,194,226,235
STORE_0005,P,388.71,459.7,96,3,121,121,121,151,247,288,299
STORE_0006,P,272.76,115.65,87,2,120,120,120,150,246,286,297
STORE_0007,P,99.15,354.38,81,3,108,108,108,135,220,257,266
STORE_0008,P,313.85,13.7,76,1,59,59,59,74,120,140,146
STORE_0009,P,338.88,291.77,72,3,134,134,134,168,274,320,332
STORE_0010,P,35.77,104.52,91,2,123,123,123,154,252,294,305
STORE_0011,P,352.64,213.87,82,3,123,123,123,154,251,293,304
STORE_0012,P,268.84,167.67,97,1,132,132,132,166,271,315,327
STORE_0013,P,200.72,104.49,61,2,53,53,53,67,109,127,132
STORE_0014,P,189.23,222.03,76,3,80,80,80,100,164,191,198
STORE_0015,P,145.09,117.55,101,2,134,134,134,168,275,320,332
STORE_0016,P,252.77,8.36,76,2,103,103,103,129,211,246,256
STORE_0017,P,254.46,196.46,66,3,58,58,58,72,118,138,143
STORE_0018,P,260.51,296.59,111,3,68,68,68,86,140,163,169
STORE_0019,P,484.42,253.59,80,2,116,116,116,145,237,276,287
STORE_0020,P,117.53,15.23,108,1,57,57,57,71,116,135,141
STORE_0021,P,253.05,133.1,77,1,102,102,102,128,209,243,253
STORE_0022,P,478.17,160.13,60,2,131,131,131,164,268,313,325
STORE_0023,P,282.77,264.86,85,1,83,83,83,103,169,197,204
STORE_0024,P,40.35,384.05,87,2,148,148,148,185,303,353,366
STORE_0025,P,183.83,497.42,74,1,94,94,94,118,193,225,233
STORE_0026,P,141.24,34.46,106,1,128,128,128,161,263,306,318
STORE_0027,P,432.56,484.32,79,2,118,118,118,148,242,282,293
STORE_0028,P,284.29,230.04,97,3,71,71,71,89,145,169,175
STORE_0029,P,11.56,299.85,107,1,125,125,125,157,256,299,310
STORE_0030,P,149.0,173.8,90,1,103,103,103,129,211,245,255
STORE_0031,P,425.87,68.9,105,2,75,75,75,93,153,178,185
STORE_0032,P,282.97,401.95,82,1,118,118,118,148,241,281,292
STORE_0033,P,250.67,255.96,80,1,140,140,140,175,286,333,345
STORE_0034,P,204.4,76.75,78,2,60,60,60,75,123,143,149
STORE_0035,P,133.19,106.98,95,3,111,111,111,139,227,264,274
STORE_0036,P,218.19,195.27,92,1,82,82,82,102,168,195,203
STORE_0037,P,66.09,439.58,82,2,68,68,68,85,139,162,169
STORE_0038,P,20.98,116.65,106,2,67,67,67,83,136,159,165
STORE_0039,P,210.37,66.67,99,3,72,72,72,90,147,171,177
STORE_0040,P,68.99,94.84,113,3,134,134,134,167,274,319,331
STORE_0041,P,224.23,358.01,82,2,103,103,103,129,210,245,255
STORE_0042,P,154.76,150.98,64,1,75,75,75,94,154,180,187
STORE_0043,P,373.42,29.85,92,2,74,74,74,92,151,175,182
STORE_0044,P,465.92,125.33,73,1,139,139,139,173,283,330,343
STORE_0045,P,104.52,48.68,62,3,147,147,147,184,301,350,364
STORE_0046,P,285.36,167.13,89,2,59,59,59,73,120,139,145
STORE_0047,P,15.22,260.08,120,2,88,88,88,109,179,209,217
STORE_0048,P,148.05,386.23,92,3,141,141,141,176,288,336,349
STORE_0049,P,452.8,115.81,110,1,86,86,86,108,176,206,213
STORE_0050,P,110.79,306.39,110,2,110,110,110,137,225,262,272
STORE_0051,P,433.29,438.96,68,1,109,109,109,136,222,259,269
STORE_0052,P,166.19,462.85,111,2,95,95,95,119,194,226,235
STORE_0053,P,133.64,339.52,120,1,54,54,54,67,110,128,133
STORE_0054,P,465.38,393.15,73,2,58,58,58,72,118,138,143
STORE_0055,P,463.01,4.2,97,3,122,122,122,153,250,292,303
STORE_0056,P,236.31,157.45,75,2,126,126,126,158,258,300,312
STORE_0057,P,25.81,353.53,78,3,69,69,69,87,142,165,172
STORE_0058,P,314.68,110.25,75,3,123,123,123,154,251,293,304
STORE_0059,P,376.64,360.9,103,2,146,146,146,183,299,348,362
STORE_0060,P,223.71,315.39,112,1,85,85,85,106,173,202,210
STORE_0061,P,62.09,27.96,109,2,92,92,92,115,188,219,227
STORE_0062,P,64.0,295.59,93,1,81,81,81,102,166,194,201
