store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,485.45,28.24,107,3,133,133,133,166,272,317,329
STORE_0002,P,204.43,297.93,106,2,102,102,102,127,208,242,251
STORE_0003,P,341.23,188.51,120,1,114,114,114,142,232,271,281
STORE_0004,P,474.49,417.78,84,2,87,87,87,109,178,208,216
STORE_0005,P,248.38,117.67,118,1,133,133,133,166,272,317,329
STORE_0006,P,156.09,180.86,103,1,89,89,89,112,183,213,221
STORE_0007,P,218.58,466.33,94,2,133,133,133,167,273,318,330
STORE_0008,M,120.39,145.98,150,4,634,634,634,674,1228,1632,1812
STORE_0009,M,500.0,490.27,135,5,685,685,685,729,1327,1764,1958
STORE_0010,G,393.02,197.98,190,5,690,690,690,690,1208,1766,2128
