store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,278.32,200.03,120,2,71,71,71,89,145,169,176
STORE_0002,P,85.64,220.93,116,1,96,96,96,120,197,229,238
STORE_0003,P,214.17,1.63,78,1,95,95,95,119,195,227,236
STORE_0004,P,332.53,182.4,106,2,146,146,146,183,299,349,362
STORE_0005,P,200.76,195.41,92,3,103,103,103,129,211,246,255
STORE_0006,P,262.83,446.96,96,3,126,126,126,157,257,300,311
STORE_0007,P,430.96,91.8,75,1,92,92,92,115,188,219,227
STORE_0008,P,22.72,71.62,66,2,90,90,90,113,185,215,223
STORE_0009,P,211.75,279.72,120,2,122,122,122,153,250,292,303
STORE_0010,P,33.5,355.97,85,3,100,100,100,125,204,238,247
STORE_0011,P,128.83,497.46,99,1,80,80,80,101,164,192,199
STORE_0012,P,476.92,137.71,78,3,75,75,75,94,153,178,185
STORE_0013,P,385.48,176.27,110,1,97,97,97,121,198,231,240
STORE_0014,P,89.88,310.35,90,3,125,125,125,156,255,297,308
STORE_0015,P,190.66,352.32,71,1,139,139,139,174,284,331,343
STORE_0016,P,233.79,78.91,91,1,103,103,103,128,210,244,254
STORE_0017,P,450.76,349.7,88,1,58,58,58,72,118,137,142
STORE_0018,P,120.18,485.45,100,3,60,60,60,75,123,144,149
STORE_0019,P,141.58,24.51,93,2,77,77,77,96,158,184,191
STORE_0020,P,67.48,39.51,102,2,89,89,89,111,182,212,220
STORE_0021,P,80.03,48.61,103,2,140,140,140,175,285,332,345
STORE_0022,P,351.38,131.07,100,2,97,97,97,121,199,231,240
STORE_0023,P,392.09,144.67,96,3,87,87,87,109,178,208,216
STORE_0024,P,208.06,318.94,81,1,84,84,84,105,172,200,208
STORE_0025,P,270.94,318.39,85,2,149,149,149,186,304,354,367
STORE_0026,P,260.91,55.11,73,2,139,139,139,173,284,330,343
STORE_0027,P,107.48,460.24,99,2,144,144,144,180,295,344,357
STORE_0028,P,132.57,195.14,110,3,104,104,104,130,213,248,258
STORE_0029,P,184.72,109.05,82,3,136,136,136,170,278,324,336
STORE_0030,P,388.29,321.61,85,1,106,106,106,133,217,253,263
STORE_0031,P,303.8,242.59,119,3,128,128,128,160,262,305,317
STORE_0032,P,475.03,172.59,82,2,75,75,75,94,153,179,185
STORE_0033,P,149.25,45.52,81,2,107,107,107,134,220,256,266
STORE_0034,P,50.23,229.82,83,1,78,78,78,97,159,185,192
STORE_0035,P,33.61,233.73,79,3,103,103,103,129,211,246,256
