store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,168.25,410.28,113,2,144,144,144,180,295,343,357
STORE_0002,P,104.96,415.95,73,2,54,54,54,68,111,130,135
STORE_0003,P,116.9,31.61,95,2,54,54,54,68,111,129,134
STORE_0004,P,335.35,350.12,65,3,72,72,72,90,146,171,177
STORE_0005,P,5.94,307.29,112,1,124,124,124,155,254,295,307
STORE_0006,P,426.21,429.49,89,2,78,78,78,97,159,186,193
STORE_0007,P,329.21,324.34,100,2,136,136,136,170,278,323,336
STORE_0008,P,314.78,372.23,98,3,69,69,69,86,141,165,171
STORE_0009,P,51.86,214.34,78,1,71,71,71,88,144,168,175
STORE_0010,P,169.7,400.2,88,3,64,64,64,80,130,152,158
STORE_0011,P,333.25,384.13,83,2,53,53,53,67,109,127,132
STORE_0012,P,268.58,461.69,91,1,85,85,85,106,174,203,210
STORE_0013,P,76.74,15.12,105,2,54,54,54,67,109,127,132
STORE_0014,P,192.88,405.52,68,2,111,111,111,139,227,264,274
STORE_0015,P,269.77,63.54,83,1,112,112,112,140,229,266,276
STORE_0016,P,274.73,121.21,90,1,124,124,124,155,253,295,306
STORE_0017,P,355.16,235.33,88,2,88,88,88,110,180,210,218
STORE_0018,P,405.21,226.62,106,1,81,81,81,101,166,193,200
STORE_0019,P,266.12,83.71,77,2,101,101,101,126,207,241,250
STORE_0020,P,279.7,422.57,79,3,115,115,115,144,236,275,285
STORE_0021,P,343.44,344.18,90,2,130,130,130,163,266,310,322
STORE_0022,P,238.36,374.79,60,3,58,58,58,72,118,137,142
STORE_0023,P,352.06,397.6,96,3,146,146,146,182,297,347,360
STORE_0024,P,428.93,69.9,64,2,86,86,86,108,176,205,213
STORE_0025,P,498.42,154.07,94,1,97,97,97,122,199,232,241
STORE_0026,P,473.17,129.3,84,3,116,116,116,144,236,275,286
STORE_0027,P,123.2,52.39,77,2,54,54,54,67,110,128,133
STORE_0028,P,497.84,382.17,97,3,58,58,58,72,118,138,143
STORE_0029,P,95.5,370.04,72,1,143,143,143,179,293,341,354
STORE_0030,P,196.89,68.0,77,3,138,138,138,172,281,327,340
STORE_0031,P,220.39,421.51,95,2,51,51,51,64,105,123,127
STORE_0032,P,85.33,455.24,101,2,103,103,103,129,211,246,255
STORE_0033,P,231.7,416.18,65,2,56,56,56,70,115,134,139
STORE_0034,P,70.31,202.2,94,3,78,78,78,98,160,186,193
STORE_0035,P,457.8,404.87,99,1,56,56,56,70,114,133,138
STORE_0036,M,308.27,232.44,180,3,350,350,350,372,677,900,999
STORE_0037,M,374.27,328.62,166,3,396,396,396,421,767,1019,1131
STORE_0038,M,346.48,457.83,166,5,708,708,708,753,1371,1822,2023
STORE_0039,M,253.26,67.58,141,4,144,144,144,153,278,370,411
STORE_0040,M,96.5,79.23,142,5,139,139,139,148,269,358,397
STORE_0041,M,500.0,30.76,122,3,132,132,132,141,257,341,379
STORE_0042,M,174.51,91.62,176,3,508,508,508,540,984,1307,1451
STORE_0043,M,229.42,88.59,130,4,271,271,271,288,525,698,775
STORE_0044,M,196.59,121.69,121,5,555,555,555,590,1075,1428,1586
STORE_0045,M,476.7,0.0,156,4,478,478,478,508,925,1230,1365
STORE_0046,M,321.75,500.0,160,5,732,732,732,778,1418,1885,2093
STORE_0047,M,427.04,40.73,127,4,172,172,172,183,334,444,493
STORE_0048,G,320.53,4.16,197,5,1062,1062,1062,1062,1858,2717,3274
STORE_0049,G,62.79,286.25,183,6,1290,1290,1290,1290,2258,3302,3978
STORE_0050,G,209.54,153.01,233,6,1235,1235,1235,1235,2161,3160,3808
