store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,90.57,142.14,104,2,110,110,110,137,225,262,272
STORE_0002,P,413.22,135.18,107,2,74,74,74,93,152,177,183
STORE_0003,P,442.71,130.64,94,2,120,120,120,151,246,287,298
STORE_0004,P,115.36,319.33,100,2,95,95,95,119,195,227,236
STORE_0005,P,307.85,87.21,87,1,83,83,83,104,169,197,205
STORE_0006,P,435.83,244.72,83,3,87,87,87,108,177,206,214
STORE_0007,P,384.05,298.65,99,3,137,137,137,172,281,327,340
STORE_0008,P,203.24,236.4,79,3,62,62,62,78,127,148,154
STORE_0009,P,310.96,382.54,89,1,146,146,146,182,298,348,361
STORE_0010,P,157.71,324.82,83,2,131,131,131,163,267,311,323
STORE_0011,P,234.9,430.96,120,3,100,100,100,125,205,239,248
STORE_0012,P,100.72,151.3,95,3,60,60,60,75,122,143,148
STORE_0013,P,343.97,250.91,84,3,117,117,117,146,239,278,289
STORE_0014,P,22.76,222.56,84,3,66,66,66,82,134,156,162
STORE_0015,P,53.86,371.88,104,3,82,82,82,103,168,195,203
STORE_0016,P,141.26,46.84,112,2,114,114,114,143,234,272,282
STORE_0017,P,325.15,470.69,93,3,112,112,112,140,229,266,277
STORE_0018,P,224.93,49.23,67,3,63,63,63,79,129,150,156
STORE_0019,P,337.95,353.59,86,1,133,133,133,167,273,318,330
STORE_0020,P,52.97,179.32,82,1,101,101,101,127,207,242,251
STORE_0021,P,31.44,90.81,109,3,120,120,120,149,244,285,296
STORE_0022,P,296.21,80.33,100,1,125,125,125,156,255,297,308
STORE_0023,P,170.05,156.66,91,1,139,139,139,174,284,331,344
STORE_0024,P,410.93,336.73,92,1,55,55,55,69,113,132,137
STORE_0025,P,127.72,398.12,82,2,55,55,55,68,112,130,135
STORE_0026,P,401.17,97.61,109,2,148,148,148,185,303,353,367
STORE_0027,P,18.19,20.26,97,3,108,108,108,135,221,258,268
STORE_0028,P,454.88,324.08,76,2,78,78,78,97,159,185,192
STORE_0029,P,300.84,66.83,88,1,53,53,53,66,108,126,131
STORE_0030,P,36.32,380.58,76,3,141,141,141,176,288,335,348
STORE_0031,P,495.11,473.43,60,2,50,50,50,63,103,120,124
STORE_0032,P,455.11,102.31,106,1,66,66,66,83,136,158,164
STORE_0033,P,414.67,248.79,97,1,118,118,118,148,242,282,293
STORE_0034,P,209.89,325.42,62,3,90,90,90,113,185,215,223
STORE_0035,P,169.31,94.46,79,2,141,141,141,176,289,336,349
STORE_0036,M,352.05,161.16,156,4,699,699,699,743,1354,1799,1997
STORE_0037,M,160.05,198.77,135,4,588,588,588,625,1139,1514,1680
STORE_0038,M,500.0,148.13,139,4,672,672,672,715,1302,1731,1921
STORE_0039,M,171.51,220.12,141,4,733,733,733,779,1419,1886,2094
STORE_0040,M,287.86,177.92,136,3,538,538,538,572,1043,1386,1538
STORE_0041,M,326.7,240.92,120,3,659,659,659,700,1276,1696,1882
STORE_0042,M,52.52,346.97,144,3,327,327,327,348,633,842,934
STORE_0043,M,428.72,310.21,179,3,384,384,384,408,744,989,1098
STORE_0044,M,38.93,243.05,136,3,248,248,248,264,481,640,710
STORE_0045,M,480.71,109.23,140,4,124,124,124,132,240,319,354
STORE_0046,M,185.07,259.03,156,5,549,549,549,584,1063,1413,1569
STORE_0047,M,0.0,386.65,149,3,324,324,324,344,627,834,926
STORE_0048,G,208.95,106.12,193,5,1079,1079,1079,1079,1888,2760,3326
STORE_0049,G,47.59,102.75,186,6,1169,1169,1169,1169,2046,2992,3604
STORE_0050,G,184.35,162.59,194,6,1316,1316,1316,1316,2303,3368,4057
