store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,397.48,498.03,85,1,140,140,140,175,285,333,345
STORE_0002,P,72.51,87.26,93,3,81,81,81,102,166,194,201
STORE_0003,P,74.1,175.18,111,3,117,117,117,146,238,278,288
STORE_0004,P,101.39,331.98,73,1,118,118,118,147,240,280,291
STORE_0005,P,396.2,278.93,99,3,115,115,115,143,234,273,283
STORE_0006,P,111.31,241.39,95,1,74,74,74,93,152,177,184
STORE_0007,P,308.36,326.61,96,1,146,146,146,182,298,347,360
STORE_0008,M,36.35,216.03,158,3,675,675,675,718,1308,1738,1929
STORE_0009,M,210.13,176.9,145,5,635,635,635,675,1231,1636,1816
STORE_0010,G,113.54,122.37,225,6,1198,1198,1198,1198,2096,3065,3693
