store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,73.3,130.88,98,2,129,129,129,161,264,308,319
STORE_0002,P,112.57,203.92,78,3,140,140,140,175,286,333,346
STORE_0003,P,13.3,242.9,101,2,110,110,110,137,224,261,271
STORE_0004,P,87.36,319.93,115,2,149,149,149,186,305,355,369
STORE_0005,P,308.75,288.02,78,2,67,67,67,84,138,160,167
STORE_0006,P,441.44,258.08,91,2,82,82,82,102,167,195,202
STORE_0007,P,42.66,267.08,113,3,116,116,116,145,237,276,287
STORE_0008,P,166.43,396.39,93,2,106,106,106,132,216,252,262
STORE_0009,P,400.04,116.23,97,1,101,101,101,126,207,241,250
STORE_0010,P,190.81,379.42,93,1,113,113,113,142,232,270,281
STORE_0011,P,203.45,83.79,92,2,101,101,101,126,207,241,250
STORE_0012,P,165.77,51.98,89,1,135,135,135,169,276,322,334
STORE_0013,P,381.96,28.93,110,1,140,140,140,176,287,335,347
STORE_0014,P,386.39,397.74,97,3,110,110,110,138,226,263,273
STORE_0015,M,109.02,445.01,162,3,573,573,573,609,1110,1475,1637
STORE_0016,M,381.12,247.71,166,5,190,190,190,202,367,488,542
STORE_0017,M,367.16,48.83,166,3,726,726,726,772,1406,1869,2075
STORE_0018,M,131.2,130.6,146,3,424,424,424,451,822,1092,1212
STORE_0019,M,231.44,500.0,149,3,149,149,149,159,289,384,427
STORE_0020,G,0.0,195.76,224,6,1108,1108,1108,1108,1938,2834,3415
