store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,247.23,442.51,70,2,121,121,121,152,248,289,300
STORE_0002,P,172.93,31.2,95,2,116,116,116,146,238,277,288
STORE_0003,P,74.48,305.3,69,1,107,107,107,133,218,254,264
STORE_0004,P,436.9,357.6,95,3,58,58,58,72,118,138,143
STORE_0005,P,157.49,409.65,105,1,82,82,82,103,168,196,204
STORE_0006,P,36.58,372.81,75,3,90,90,90,112,184,214,222
STORE_0007,P,179.12,351.65,73,2,90,90,90,112,184,214,222
STORE_0008,P,126.45,209.78,90,3,84,84,84,105,172,200,208
STORE_0009,P,388.66,333.49,78,3,93,93,93,116,190,221,230
STORE_0010,P,447.15,109.67,104,2,77,77,77,97,158,184,191
STORE_0011,P,463.39,111.79,112,3,106,106,106,133,217,253,263
STORE_0012,P,318.77,86.74,80,2,82,82,82,103,168,196,204
STORE_0013,P,66.88,243.61,82,1,111,111,111,139,227,265,275
STORE_0014,P,301.45,380.3,110,3,116,116,116,145,238,277,287
STORE_0015,P,352.48,318.95,78,1,125,125,125,157,256,298,310
STORE_0016,P,431.12,272.26,98,1,102,102,102,128,209,243,253
STORE_0017,P,357.61,23.25,102,2,89,89,89,112,182,212,221
STORE_0018,P,29.47,41.83,78,3,64,64,64,80,131,152,158
STORE_0019,P,219.2,69.46,89,3,51,51,51,64,104,121,126
STORE_0020,P,28.95,312.55,90,2,64,64,64,80,131,153,159
STORE_0021,P,23.41,373.41,99,1,120,120,120,150,244,285,296
STORE_0022,P,372.71,278.94,82,3,138,138,138,173,282,329,342
STORE_0023,P,55.44,317.16,78,1,73,73,73,91,149,174,180
STORE_0024,P,282.93,488.12,109,2,124,124,124,155,253,295,306
STORE_0025,P,153.91,441.54,86,1,67,67,67,84,137,159,165
STORE_0026,P,278.22,299.71,78,1,90,90,90,113,185,215,223
STORE_0027,P,218.61,225.43,119,1,58,58,58,72,118,137,143
STORE_0028,P,144.53,304.87,95,3,85,85,85,107,174,203,211
STORE_0029,P,338.67,401.33,78,1,92,92,92,115,188,219,227
STORE_0030,P,180.58,291.31,79,3,62,62,62,78,127,148,153
STORE_0031,P,226.6,54.08,111,3,142,142,142,177,289,337,350
STORE_0032,P,334.34,81.88,86,3,90,90,90,112,183,214,222
STORE_0033,P,31.59,189.73,60,2,68,68,68,85,138,161,167
STORE_0034,P,447.09,400.68,94,2,120,120,120,150,245,285,296
STORE_0035,P,294.37,369.46,71,3,127,127,127,159,260,303,314
STORE_0036,P,312.05,156.15,111,2,52,52,52,65,106,124,128
STORE_0037,P,352.92,127.71,83,2,111,111,111,139,227,264,274
STORE_0038,P,379.55,146.03,83,2,85,85,85,106,174,202,210
STORE_0039,P,303.56,191.06,99,3,142,142,142,177,289,337,350
STORE_0040,P,415.37,126.71,85,3,105,105,105,131,215,250,260
STORE_0041,P,466.48,222.13,107,2,113,113,113,142,232,270,281
STORE_0042,P,429.23,440.35,86,2,76,76,76,96,156,182,189
STORE_0043,P,320.67,338.66,96,2,107,107,107,134,218,255,264
STORE_0044,P,324.81,477.04,84,2,144,144,144,180,294,343,356
STORE_0045,P,155.31,143.21,80,1,107,107,107,133,218,254,264
STORE_0046,P,312.55,180.87,83,2,53,53,53,66,108,126,130
STORE_0047,P,166.17,60.63,109,2,131,131,131,164,268,312,324
STORE_0048,P,103.72,266.66,72,1,99,99,99,123,202,235,244
STORE_0049,P,407.47,374.32,90,2,52,52,52,65,106,124,129
STORE_0050,P,333.05,98.78,87,1,99,99,99,124,203,237,246
STORE_0051,P,119.51,140.53,79,2,78,78,78,97,159,185,192
STORE_0052,P,237.87,265.99,81,2,73,73,73,92,150,175,182
STORE_0053,P,326.56,224.18,92,3,118,118,118,148,242,282,292
STORE_0054,P,61.68,401.18,105,3,63,63,63,78,128,149,155
STORE_0055,P,38.76,159.13,60,1,121,121,121,152,248,289,300
STORE_0056,P,482.29,138.26,119,3,108,108,108,135,220,256,266
STORE_0057,P,208.35,105.15,108,2,142,142,142,177,290,337,350
STORE_0058,P,486.46,477.87,100,2,134,134,134,168,275,320,332
STORE_0059,P,163.48,231.21,119,1,138,138,138,173,283,329,342
STORE_0060,P,13.3,305.25,96,3,101,101,101,127,207,242,251
STORE_0061,P,221.03,149.12,95,3,106,106,106,133,217,253,262
STORE_0062,P,318.89,74.93,96,2,90,90,90,112,183,213,221
STORE_0063,P,250.87,398.56,120,2,113,113,113,141,231,269,279
STORE_0064,P,37.53,481.8,99,2,83,83,83,104,170,199,206
STORE_0065,P,247.28,412.58,107,1,109,109,109,136,223,260,269
STORE_0066,P,131.78,22.24,87,2,124,124,124,155,253,294,306
STORE_0067,P,381.48,465.44,101,2,62,62,62,77,126,147,152
STORE_0068,P,449.66,85.37,77,3,115,115,115,144,235,274,284
STORE_0069,P,346.57,358.78,78,1,53,53,53,66,108,126,131
STORE_0070,P,444.49,290.17,88,2,99,99,99,124,203,236,245
STORE_0071,M,231.88,111.66,151,3,750,750,750,797,1452,1930,2142
STORE_0072,M,64.18,103.04,145,4,603,603,603,641,1168,1553,1724
STORE_0073,M,405.23,479.06,157,3,591,591,591,629,1145,1522,1690
STORE_0074,M,227.54,178.83,120,3,228,228,228,243,442,587,652
STORE_0075,M,160.57,378.99,145,5,396,396,396,421,767,1019,1131
STORE_0076,M,163.37,407.7,171,4,696,696,696,740,1348,1791,1988
STORE_0077,M,207.32,337.64,150,3,596,596,596,634,1154,1534,1703
STORE_0078,M,128.13,500.0,167,4,409,409,409,434,791,1052,1167
STORE_0079,M,198.63,422.08,163,4,376,376,376,400,729,969,1076
STORE_0080,M,326.1,16.3,137,3,726,726,726,771,1406,1868,2074
STORE_0081,M,251.96,403.5,180,3,205,205,205,218,397,528,586
STORE_0082,M,259.12,76.85,160,5,677,677,677,719,1311,1742,1934
STORE_0083,M,327.61,299.55,139,5,592,592,592,629,1146,1524,1691
STORE_0084,M,326.0,51.8,167,4,718,718,718,763,1390,1848,2051
STORE_0085,M,365.95,162.73,138,3,548,548,548,582,1061,1410,1565
STORE_0086,M,399.15,303.69,152,5,444,444,444,472,861,1144,1270
STORE_0087,M,287.95,0.0,167,3,444,444,444,472,860,1143,1269
STORE_0088,M,293.76,41.67,144,3,715,715,715,760,1384,1840,2042
STORE_0089,M,394.24,408.41,139,5,604,604,604,642,1170,1555,1726
STORE_0090,M,233.61,500.0,134,3,375,375,375,398,725,964,1070
STORE_0091,M,80.41,359.19,134,3,220,220,220,233,425,565,627
STORE_0092,M,162.25,405.06,161,5,295,295,295,313,571,759,842
STORE_0093,M,72.72,225.51,155,5,371,371,371,394,718,955,1060
STORE_0094,M,500.0,364.97,151,3,187,187,187,199,362,482,535
STORE_0095,M,361.25,266.03,138,3,161,161,161,171,312,415,460
STORE_0096,G,282.11,29.56,219,5,885,885,885,885,1549,2265,2729
STORE_0097,G,156.91,194.58,204,5,786,786,786,786,1375,2011,2423
STORE_0098,G,256.03,462.14,203,6,521,521,521,521,911,1332,1605
STORE_0099,G,291.46,233.44,208,5,1192,1192,1192,1192,2086,3050,3675
STORE_0100,G,428.89,171.54,189,5,631,631,631,631,1104,1615,1945
