store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,476.17,91.35,91,2,52,52,52,65,106,124,128
STORE_0002,P,131.37,401.36,101,3,81,81,81,101,166,193,201
STORE_0003,P,134.36,150.89,118,3,91,91,91,114,187,218,226
STORE_0004,P,364.15,245.87,94,1,119,119,119,149,243,283,294
STORE_0005,P,197.99,116.01,101,1,84,84,84,105,171,200,207
STORE_0006,P,32.09,474.12,99,2,104,104,104,131,213,249,258
STORE_0007,P,101.35,412.36,83,3,73,73,73,92,150,174,181
STORE_0008,P,157.03,284.37,82,3,90,90,90,112,183,213,222
STORE_0009,P,334.88,347.15,89,3,94,94,94,118,193,225,233
STORE_0010,P,172.77,58.17,97,2,137,137,137,172,281,327,339
STORE_0011,P,352.18,385.17,90,3,131,131,131,164,267,312,323
STORE_0012,P,368.89,109.09,71,2,135,135,135,169,277,323,335
STORE_0013,P,332.3,199.65,89,1,98,98,98,122,200,233,242
STORE_0014,P,20.47,19.55,99,2,103,103,103,129,211,246,255
STORE_0015,P,3.44,156.24,69,2,146,146,146,183,299,348,361
STORE_0016,P,439.2,287.39,97,1,56,56,56,71,115,134,140
STORE_0017,P,154.16,447.55,87,1,146,146,146,183,299,348,362
STORE_0018,P,181.62,332.05,99,3,148,148,148,185,303,353,367
STORE_0019,P,371.6,193.61,80,2,124,124,124,155,253,295,306
STORE_0020,P,346.88,288.85,92,2,87,87,87,108,177,206,214
STORE_0021,P,253.77,26.4,116,2,64,64,64,79,130,151,157
STORE_0022,P,28.2,202.92,75,1,84,84,84,106,173,201,209
STORE_0023,P,365.03,317.72,104,3,84,84,84,105,172,201,209
STORE_0024,P,108.14,6.87,95,2,84,84,84,105,171,200,207
STORE_0025,P,162.52,171.86,94,3,76,76,76,95,155,181,188
STORE_0026,P,463.84,357.75,95,3,115,115,115,144,235,274,285
STORE_0027,P,235.92,373.05,82,1,132,132,132,164,269,313,325
STORE_0028,P,322.54,87.58,119,3,54,54,54,67,110,128,133
STORE_0029,P,17.76,267.88,93,3,99,99,99,124,202,236,245
STORE_0030,P,17.27,159.95,120,2,56,56,56,70,114,133,138
STORE_0031,P,174.83,462.03,73,2,99,99,99,123,202,235,244
STORE_0032,P,474.94,178.83,88,3,127,127,127,159,260,303,314
STORE_0033,P,396.68,298.36,101,1,128,128,128,160,262,305,317
STORE_0034,P,197.93,199.37,94,2,80,80,80,101,165,192,199
STORE_0035,P,324.23,272.19,109,1,133,133,133,167,273,318,330
STORE_0036,P,435.42,471.7,71,1,83,83,83,104,169,197,205
STORE_0037,P,403.19,451.69,93,2,75,75,75,93,152,178,184
STORE_0038,P,237.17,405.82,105,1,83,83,83,104,170,198,205
STORE_0039,P,127.28,238.02,110,3,59,59,59,74,122,142,147
STORE_0040,P,430.87,157.73,90,2,80,80,80,100,164,191,198
STORE_0041,P,435.33,497.55,80,2,59,59,59,74,122,142,147
STORE_0042,P,321.83,360.55,79,3,113,113,113,141,231,269,279
STORE_0043,P,176.69,176.17,72,1,87,87,87,108,177,206,214
