store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,23.51,317.94,78,2,128,128,128,160,261,304,316
STORE_0002,P,139.87,305.1,82,3,66,66,66,82,134,157,163
STORE_0003,P,35.52,102.15,83,2,104,104,104,130,213,248,258
STORE_0004,P,387.25,435.25,99,3,124,124,124,156,254,296,308
STORE_0005,P,149.58,93.12,107,1,101,101,101,126,206,241,250
STORE_0006,P,316.33,229.34,120,3,64,64,64,80,131,152,158
STORE_0007,P,25.83,239.07,79,3,66,66,66,82,134,156,162
STORE_0008,P,272.85,206.7,78,1,102,102,102,127,208,242,252
STORE_0009,P,441.09,444.6,89,1,63,63,63,78,128,150,155
STORE_0010,P,499.16,367.23,118,2,135,135,135,169,277,322,335
STORE_0011,P,171.75,257.91,97,3,120,120,120,151,246,287,298
STORE_0012,P,307.78,123.63,107,1,60,60,60,75,123,143,148
STORE_0013,P,226.58,186.63,104,3,145,145,145,181,296,344,358
STORE_0014,P,26.04,70.28,96,3,141,141,141,177,289,336,349
STORE_0015,P,480.65,168.78,86,1,133,133,133,166,272,317,329
STORE_0016,P,4.16,214.03,60,3,123,123,123,154,251,293,304
STORE_0017,P,48.64,464.69,84,3,78,78,78,97,159,185,192
STORE_0018,P,397.93,84.39,93,1,90,90,90,112,183,213,221
STORE_0019,P,270.57,72.96,110,3,95,95,95,119,195,227,236
STORE_0020,P,450.47,236.97,100,3,120,120,120,150,246,286,297
STORE_0021,P,468.34,41.83,119,3,115,115,115,143,234,273,283
STORE_0022,P,74.73,41.25,102,2,141,141,141,177,289,337,349
STORE_0023,P,341.63,156.37,73,3,72,72,72,90,148,172,179
STORE_0024,P,433.85,408.66,95,1,135,135,135,169,277,322,335
STORE_0025,P,377.19,437.74,63,2,56,56,56,69,114,132,137
STORE_0026,P,134.83,89.59,105,1,106,106,106,133,217,253,263
STORE_0027,P,196.6,231.62,75,2,121,121,121,151,247,288,299
STORE_0028,P,389.61,170.4,120,2,94,94,94,118,193,225,233
STORE_0029,P,492.48,355.48,94,3,144,144,144,180,294,343,356
STORE_0030,P,352.32,105.52,76,3,63,63,63,79,129,151,156
STORE_0031,P,457.46,149.31,83,1,147,147,147,184,301,351,365
STORE_0032,P,356.61,345.26,68,2,76,76,76,95,155,181,188
STORE_0033,P,74.02,187.09,83,3,118,118,118,148,242,282,292
STORE_0034,P,316.29,414.59,89,1,142,142,142,178,291,339,352
STORE_0035,P,68.28,15.81,90,2,97,97,97,121,198,231,240
STORE_0036,M,325.73,202.69,160,3,213,213,213,227,413,549,610
STORE_0037,M,189.94,199.77,135,5,308,308,308,328,597,794,881
STORE_0038,M,9.55,243.39,151,4,151,151,151,161,293,389,432
STORE_0039,M,0.0,339.83,170,5,421,421,421,448,816,1084,1203
STORE_0040,M,379.77,0.0,130,4,683,683,683,726,1322,1757,1951
STORE_0041,M,170.28,159.79,180,3,200,200,200,212,387,514,571
STORE_0042,M,500.0,344.8,168,5,592,592,592,629,1146,1523,1691
STORE_0043,M,417.11,500.0,123,5,272,272,272,289,527,700,777
STORE_0044,M,0.22,412.27,147,4,122,122,122,129,235,313,347
STORE_0045,M,322.43,500.0,148,5,586,586,586,623,1136,1509,1675
STORE_0046,M,175.95,141.53,139,4,437,437,437,464,846,1125,1249
STORE_0047,M,144.67,139.74,161,3,429,429,429,456,831,1104,1226
STORE_0048,G,75.29,234.28,216,5,1398,1398,1398,1398,2446,3577,4309
STORE_0049,G,0.0,147.44,205,5,1317,1317,1317,1317,2305,3370,4060
STORE_0050,G,78.46,0.0,232,5,1348,1348,1348,1348,2359,3450,4156
