store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,483.42,253.37,73,2,84,84,84,104,171,199,207
STORE_0002,P,258.73,334.77,95,2,112,112,112,140,229,267,277
STORE_0003,P,69.92,187.82,111,2,90,90,90,113,185,215,224
STORE_0004,P,465.4,234.54,94,2,150,150,150,187,306,357,370
STORE_0005,P,139.29,177.85,64,3,124,124,124,155,253,295,306
STORE_0006,P,382.12,359.18,97,2,105,105,105,131,214,249,259
STORE_0007,P,282.09,11.24,96,1,90,90,90,112,183,213,221
STORE_0008,P,316.33,262.52,74,3,82,82,82,102,167,194,202
STORE_0009,P,434.73,239.26,99,1,80,80,80,100,164,191,198
STORE_0010,P,376.75,230.68,105,2,101,101,101,126,206,241,250
STORE_0011,P,147.92,376.67,106,3,91,91,91,114,186,216,225
STORE_0012,P,10.05,383.34,86,1,120,120,120,150,245,285,296
STORE_0013,P,102.96,188.5,67,2,89,89,89,112,183,213,221
STORE_0014,P,366.59,429.32,110,2,120,120,120,151,246,287,298
STORE_0015,P,253.42,33.33,88,2,52,52,52,65,107,124,129
STORE_0016,P,79.63,282.2,105,1,50,50,50,63,102,119,124
STORE_0017,P,333.95,285.18,93,1,106,106,106,132,216,252,262
STORE_0018,P,204.79,163.5,61,3,141,141,141,176,288,336,349
STORE_0019,P,53.98,19.72,74,3,125,125,125,156,255,297,309
STORE_0020,P,446.47,262.3,98,1,116,116,116,146,238,277,288
STORE_0021,P,445.85,420.52,109,2,106,106,106,132,217,252,262
STORE_0022,P,303.18,88.07,91,1,131,131,131,164,268,312,324
STORE_0023,P,197.03,24.91,99,2,104,104,104,130,213,248,258
STORE_0024,P,142.01,103.41,77,2,139,139,139,174,285,332,344
STORE_0025,P,307.44,286.54,106,1,54,54,54,67,110,128,132
STORE_0026,P,209.54,362.28,89,1,52,52,52,65,106,124,129
STORE_0027,P,200.24,47.13,116,1,114,114,114,143,234,272,283
STORE_0028,P,395.23,327.7,79,3,83,83,83,104,170,198,205
STORE_0029,P,279.76,359.04,83,2,51,51,51,63,103,120,125
STORE_0030,P,443.03,175.31,109,3,125,125,125,156,255,297,308
STORE_0031,P,47.71,142.25,70,2,140,140,140,174,285,332,345
STORE_0032,P,344.86,149.24,80,2,78,78,78,97,159,185,192
STORE_0033,P,226.24,283.26,96,1,121,121,121,151,248,289,300
STORE_0034,P,362.2,372.17,84,3,134,134,134,168,274,320,332
STORE_0035,P,468.09,277.86,101,2,84,84,84,104,171,199,207
STORE_0036,M,0.0,126.64,160,4,660,660,660,702,1278,1699,1886
STORE_0037,M,316.54,350.85,139,3,422,422,422,449,818,1088,1207
STORE_0038,M,474.98,313.93,158,4,152,152,152,162,295,392,435
STORE_0039,M,235.25,264.97,153,5,545,545,545,580,1056,1404,1558
STORE_0040,M,500.0,319.15,178,4,522,522,522,555,1011,1344,1491
STORE_0041,M,468.41,139.01,150,3,556,556,556,591,1078,1432,1590
STORE_0042,M,18.3,95.56,151,4,503,503,503,535,975,1295,1438
STORE_0043,M,443.43,46.08,155,5,668,668,668,710,1294,1720,1910
STORE_0044,M,293.17,412.9,135,4,615,615,615,653,1190,1582,1756
STORE_0045,M,268.27,0.64,157,3,537,537,537,571,1040,1383,1535
STORE_0046,M,412.81,209.87,147,5,653,653,653,694,1265,1681,1866
STORE_0047,M,233.62,125.65,147,5,599,599,599,637,1160,1542,1711
STORE_0048,G,194.9,471.39,182,6,851,851,851,851,1490,2178,2624
STORE_0049,G,204.74,0.0,208,5,889,889,889,889,1556,2275,2741
STORE_0050,G,459.09,200.25,215,5,697,697,697,697,1220,1783,2149
