store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,462.96,135.22,81,2,67,67,67,84,137,159,165
STORE_0002,P,290.61,389.84,93,2,65,65,65,81,133,155,161
STORE_0003,P,155.26,226.01,112,1,110,110,110,137,225,262,272
STORE_0004,P,29.89,453.47,95,1,70,70,70,88,144,167,174
STORE_0005,P,336.65,237.05,77,1,121,121,121,152,248,289,300
STORE_0006,P,28.13,372.15,81,3,124,124,124,155,254,296,307
STORE_0007,P,186.46,71.24,96,2,91,91,91,114,187,218,226
STORE_0008,M,369.45,294.69,148,5,174,174,174,185,336,447,496
STORE_0009,M,203.18,217.89,152,5,727,727,727,772,1407,1870,2076
STORE_0010,G,330.88,23.9,203,5,843,843,843,843,1475,2157,2599
