store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,14.44,258.92,95,3,71,71,71,89,146,170,177
STORE_0002,P,431.99,149.34,84,2,123,123,123,153,251,292,304
STORE_0003,P,494.6,457.31,99,1,122,122,122,153,250,291,303
STORE_0004,P,325.34,374.64,110,1,72,72,72,90,147,172,178
STORE_0005,P,394.76,384.27,84,3,132,132,132,165,269,314,326
STORE_0006,P,209.69,464.86,93,2,66,66,66,82,134,156,162
STORE_0007,P,337.09,296.85,93,1,89,89,89,112,182,213,221
STORE_0008,P,322.04,407.45,85,1,128,128,128,160,261,304,316
STORE_0009,P,382.24,398.32,95,2,81,81,81,101,165,192,200
STORE_0010,P,415.0,9.97,94,3,110,110,110,137,224,261,271
STORE_0011,P,195.43,7.68,82,3,107,107,107,134,219,255,265
STORE_0012,P,145.08,325.78,94,3,129,129,129,161,263,306,318
STORE_0013,P,244.32,164.34,116,1,51,51,51,64,104,122,126
STORE_0014,P,484.9,331.97,99,1,131,131,131,164,267,312,324
STORE_0015,P,71.32,95.93,73,2,96,96,96,120,197,229,238
STORE_0016,P,380.2,83.18,105,2,102,102,102,127,208,242,251
STORE_0017,P,199.39,342.53,83,1,95,95,95,118,193,225,234
STORE_0018,P,276.8,332.99,75,3,119,119,119,149,244,284,295
STORE_0019,P,127.4,364.41,84,2,143,143,143,179,292,340,353
STORE_0020,P,161.83,345.38,84,3,73,73,73,92,150,175,182
STORE_0021,P,251.15,180.73,62,3,141,141,141,176,288,336,349
STORE_0022,P,110.67,223.26,97,3,148,148,148,185,302,352,366
STORE_0023,P,131.65,136.47,116,3,88,88,88,111,181,211,219
STORE_0024,P,86.91,36.9,80,3,137,137,137,172,280,327,339
STORE_0025,P,468.72,260.23,101,1,91,91,91,114,186,216,225
STORE_0026,P,352.85,348.95,103,3,146,146,146,183,298,348,361
STORE_0027,P,452.86,109.59,99,1,86,86,86,107,175,204,212
STORE_0028,P,1.95,27.29,87,2,134,134,134,168,275,320,332
STORE_0029,P,306.97,349.11,60,2,128,128,128,160,262,305,316
STORE_0030,P,424.08,451.41,81,1,96,96,96,120,197,229,238
STORE_0031,P,8.46,131.02,60,1,56,56,56,70,114,133,138
STORE_0032,P,47.44,87.41,113,1,63,63,63,79,129,150,155
STORE_0033,P,111.2,252.71,103,2,104,104,104,131,214,249,258
STORE_0034,P,209.52,498.99,87,3,106,106,106,133,217,253,263
STORE_0035,P,375.59,260.97,91,1,135,135,135,169,276,321,333
STORE_0036,P,484.14,150.37,85,2,105,105,105,131,214,250,259
STORE_0037,P,451.74,456.62,77,1,88,88,88,111,181,211,219
STORE_0038,P,141.22,189.49,69,3,74,74,74,93,152,177,184
STORE_0039,P,12.83,418.63,86,2,114,114,114,142,233,271,281
STORE_0040,P,71.04,279.39,95,1,57,57,57,72,117,137,142
STORE_0041,P,56.17,360.58,95,1,131,131,131,163,267,311,323
STORE_0042,P,307.44,19.43,69,3,116,116,116,144,236,275,286
STORE_0043,P,251.47,337.92,94,1,102,102,102,127,208,242,251
STORE_0044,P,27.21,487.82,94,1,68,68,68,85,138,161,167
STORE_0045,P,461.45,284.33,96,2,144,144,144,179,293,342,355
STORE_0046,P,157.49,71.46,105,1,123,123,123,154,252,294,305
STORE_0047,P,218.07,400.41,86,1,144,144,144,180,295,344,357
STORE_0048,P,398.63,297.18,115,3,111,111,111,139,227,264,274
STORE_0049,P,407.45,402.98,94,3,108,108,108,135,221,257,267
STORE_0050,P,12.56,325.24,115,3,138,138,138,172,281,328,340
STORE_0051,P,233.4,473.87,75,2,111,111,111,138,226,263,274
STORE_0052,P,246.9,409.7,91,1,143,143,143,178,292,340,353
STORE_0053,P,284.67,1.66,95,3,100,100,100,125,205,239,248
STORE_0054,P,146.52,72.3,107,1,59,59,59,74,120,140,146
STORE_0055,P,380.81,2.25,114,2,63,63,63,79,130,151,157
STORE_0056,P,359.45,179.96,93,3,73,73,73,91,149,174,180
STORE_0057,P,338.87,59.34,89,3,84,84,84,105,172,200,208
STORE_0058,P,293.24,341.37,100,2,118,118,118,148,242,282,292
STORE_0059,P,175.54,422.46,98,2,67,67,67,84,137,160,166
STORE_0060,P,362.21,444.11,103,3,135,135,135,169,276,322,334
STORE_0061,P,382.06,454.72,92,3,89,89,89,112,183,213,221
STORE_0062,P,122.73,406.87,94,3,149,149,149,186,305,355,368
STORE_0063,P,130.93,246.44,85,1,93,93,93,116,190,222,230
STORE_0064,P,80.79,150.71,94,1,95,95,95,118,193,225,234
STORE_0065,P,307.63,273.99,86,1,54,54,54,67,110,128,133
STORE_0066,P,285.23,393.82,85,1,128,128,128,160,261,304,316
STORE_0067,P,308.41,75.26,78,3,55,55,55,69,112,131,136
STORE_0068,P,69.8,203.69,89,3,80,80,80,100,164,191,198
STORE_0069,P,90.03,474.55,79,2,80,80,80,100,163,190,197
STORE_0070,P,356.84,139.65,79,2,93,93,93,117,191,223,231
STORE_0071,M,228.15,179.72,175,5,131,131,131,139,253,337,374
STORE_0072,M,178.67,164.14,120,3,728,728,728,774,1411,1875,2081
STORE_0073,M,500.0,243.18,168,5,628,628,628,667,1215,1615,1793
STORE_0074,M,71.42,473.63,162,4,703,703,703,747,1361,1809,2008
STORE_0075,M,136.89,414.77,155,5,635,635,635,675,1230,1635,1815
STORE_0076,M,116.38,324.38,137,3,240,240,240,256,466,619,687
STORE_0077,M,4.66,500.0,154,4,322,322,322,342,623,828,920
STORE_0078,M,114.12,233.23,156,4,193,193,193,205,374,497,552
STORE_0079,M,394.02,446.73,136,4,209,209,209,222,404,537,597
STORE_0080,M,250.86,276.82,169,3,435,435,435,463,843,1121,1244
STORE_0081,M,440.11,89.73,161,3,139,139,139,148,269,357,397
STORE_0082,M,240.28,500.0,171,3,143,143,143,152,277,368,408
STORE_0083,M,377.02,388.18,165,4,178,178,178,189,344,457,507
STORE_0084,M,350.13,171.76,170,5,714,714,714,759,1382,1837,2039
STORE_0085,M,385.06,0.0,180,3,625,625,625,664,1210,1608,1785
STORE_0086,M,190.84,332.75,120,3,296,296,296,314,573,761,845
STORE_0087,M,500.0,182.71,177,3,352,352,352,374,682,906,1006
STORE_0088,M,84.96,405.42,142,3,372,372,372,396,721,958,1064
STORE_0089,M,409.81,334.74,137,5,527,527,527,560,1021,1357,1506
STORE_0090,M,0.0,411.12,144,3,549,549,549,584,1064,1414,1570
STORE_0091,M,71.25,485.83,161,4,682,682,682,725,1321,1756,1949
STORE_0092,M,472.61,281.3,156,5,706,706,706,751,1368,1819,2019
STORE_0093,M,0.0,0.0,150,3,286,286,286,304,554,736,817
STORE_0094,M,0.0,500.0,155,4,351,351,351,373,680,904,1003
STORE_0095,M,296.16,82.17,173,5,260,260,260,277,504,670,744
STORE_0096,G,363.43,466.91,226,5,1110,1110,1110,1110,1942,2840,3421
STORE_0097,G,291.12,294.74,203,6,1190,1190,1190,1190,2083,3045,3669
STORE_0098,G,6.38,386.18,202,5,682,682,682,682,1193,1745,2102
STORE_0099,G,136.28,500.0,216,5,1428,1428,1428,1428,2498,3653,4401
STORE_0100,G,153.31,393.05,203,6,926,926,926,926,1621,2369,2855
