store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,257.36,93.72,94,1,94,94,94,117,191,223,231
STORE_0002,P,209.8,68.6,107,3,68,68,68,85,139,161,168
STORE_0003,P,166.24,163.86,98,1,99,99,99,124,203,236,245
STORE_0004,P,302.4,52.43,108,1,77,77,77,97,158,184,191
STORE_0005,P,456.23,230.4,108,3,118,118,118,148,242,282,292
STORE_0006,P,53.36,180.82,88,2,82,82,82,102,167,194,202
STORE_0007,P,375.66,161.69,87,1,103,103,103,129,211,246,256
STORE_0008,M,227.72,247.01,124,5,369,369,369,392,715,951,1055
STORE_0009,M,216.79,14.19,172,3,394,394,394,419,763,1014,1126
STORE_0010,G,81.48,159.53,224,5,1490,1490,1490,1490,2607,3811,4592
