store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,383.47,97.62,100,2,121,121,121,151,247,288,299
STORE_0002,P,394.57,116.2,60,3,129,129,129,162,264,308,320
STORE_0003,P,305.98,399.76,90,3,96,96,96,120,197,229,238
STORE_0004,P,184.1,300.03,100,3,77,77,77,97,158,184,191
STORE_0005,P,227.1,110.92,75,2,143,143,143,179,292,341,354
STORE_0006,P,173.84,342.5,113,1,72,72,72,91,148,173,179
STORE_0007,P,328.22,127.95,97,3,58,58,58,72,118,137,142
STORE_0008,M,331.49,440.31,126,4,254,254,254,270,492,654,726
STORE_0009,M,462.28,469.87,148,3,423,423,423,449,819,1088,1208
STORE_0010,G,446.85,116.81,225,5,565,565,565,565,989,1445,1742
