store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,389.85,279.72,86,3,139,139,139,174,284,331,344
STORE_0002,P,291.88,115.7,81,3,81,81,81,101,165,192,200
STORE_0003,P,81.52,284.78,104,1,116,116,116,146,238,277,288
STORE_0004,P,263.86,374.91,98,3,63,63,63,79,128,150,155
STORE_0005,P,109.91,9.05,86,1,96,96,96,120,197,229,238
STORE_0006,P,240.4,410.14,91,1,85,85,85,106,173,202,210
STORE_0007,P,158.79,419.97,101,2,148,148,148,185,303,353,367
STORE_0008,P,458.67,79.62,79,2,54,54,54,67,110,128,133
STORE_0009,P,66.05,390.78,100,1,70,70,70,87,142,166,172
STORE_0010,P,210.79,360.8,74,3,110,110,110,137,224,261,271
STORE_0011,P,7.32,137.42,110,1,144,144,144,180,294,343,356
STORE_0012,P,20.27,96.19,103,3,136,136,136,170,278,324,337
STORE_0013,P,241.03,183.7,110,3,105,105,105,132,215,251,260
STORE_0014,P,483.18,458.63,69,3,53,53,53,66,108,126,131
STORE_0015,P,289.78,196.5,90,1,139,139,139,174,284,331,343
STORE_0016,P,127.19,295.4,109,3,63,63,63,79,128,150,155
STORE_0017,P,421.41,487.55,67,2,67,67,67,84,137,160,166
STORE_0018,P,26.52,300.14,87,2,74,74,74,92,151,176,183
STORE_0019,P,156.35,440.45,99,3,58,58,58,72,118,138,143
STORE_0020,P,291.21,429.41,88,1,99,99,99,123,202,235,244
STORE_0021,P,73.27,299.84,112,1,120,120,120,150,245,286,296
STORE_0022,P,22.17,406.75,79,1,50,50,50,63,103,120,124
STORE_0023,P,439.54,59.44,73,1,136,136,136,170,279,325,337
STORE_0024,P,89.4,167.53,95,2,75,75,75,94,154,180,186
STORE_0025,P,221.29,238.85,84,3,133,133,133,166,271,316,328
STORE_0026,P,419.2,140.22,76,3,145,145,145,181,296,345,358
STORE_0027,P,162.23,497.94,77,2,65,65,65,81,132,154,160
STORE_0028,P,320.18,478.47,81,1,118,118,118,147,241,280,291
STORE_0029,P,89.77,278.54,109,1,122,122,122,152,249,290,301
STORE_0030,P,202.22,425.24,87,2,82,82,82,103,168,196,204
STORE_0031,P,108.36,49.29,91,2,54,54,54,67,109,128,132
