store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,411.3,275.06,93,2,129,129,129,161,264,307,319
STORE_0002,P,474.93,14.96,96,3,77,77,77,96,158,184,191
STORE_0003,P,369.28,149.56,83,1,93,93,93,117,191,222,231
STORE_0004,P,414.59,189.05,87,2,122,122,122,152,248,290,301
STORE_0005,P,375.27,340.4,104,3,112,112,112,139,228,266,276
STORE_0006,P,329.57,305.26,68,1,106,106,106,133,217,253,263
STORE_0007,P,444.45,464.16,90,1,116,116,116,146,238,277,288
STORE_0008,M,341.23,250.55,135,5,651,651,651,692,1261,1677,1861
STORE_0009,M,345.09,0.0,158,3,311,311,311,331,602,800,889
STORE_0010,G,318.13,205.49,214,6,903,903,903,903,1581,2311,2784
