store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,180.67,213.79,87,2,98,98,98,122,200,233,242
STORE_0002,P,150.15,319.18,100,3,64,64,64,79,130,151,157
STORE_0003,P,278.78,493.19,88,1,65,65,65,82,134,156,162
STORE_0004,P,160.92,66.47,87,3,53,53,53,66,108,126,131
STORE_0005,P,403.3,363.52,73,1,58,58,58,73,119,139,145
STORE_0006,P,134.52,214.24,98,2,125,125,125,157,256,299,310
STORE_0007,P,317.02,66.55,79,3,77,77,77,96,156,182,189
STORE_0008,P,232.84,59.69,102,1,138,138,138,172,282,328,341
STORE_0009,P,261.54,66.5,107,3,135,135,135,169,277,323,335
STORE_0010,P,289.12,90.84,91,1,136,136,136,170,278,324,337
STORE_0011,P,185.9,443.77,80,1,92,92,92,115,187,218,227
STORE_0012,P,171.83,79.71,69,2,81,81,81,101,165,193,200
STORE_0013,P,159.48,295.97,111,2,126,126,126,158,258,301,312
STORE_0014,P,83.89,491.63,84,3,76,76,76,95,156,182,189
STORE_0015,M,326.1,349.71,151,3,402,402,402,427,778,1035,1148
STORE_0016,M,244.38,75.47,145,3,566,566,566,602,1097,1458,1619
STORE_0017,M,283.33,16.05,170,4,599,599,599,637,1160,1542,1712
STORE_0018,M,185.13,305.94,140,3,621,621,621,660,1203,1599,1775
STORE_0019,M,325.95,220.34,148,5,367,367,367,390,710,944,1048
STORE_0020,G,212.09,0.0,193,6,1472,1472,1472,1472,2576,3766,4537
