store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,208.18,126.11,86,2,82,82,82,103,168,196,204
STORE_0002,P,297.54,3.52,105,2,139,139,139,174,285,332,345
STORE_0003,P,440.71,441.01,93,2,114,114,114,142,232,271,281
STORE_0004,P,283.85,7.31,69,1,71,71,71,89,145,169,176
STORE_0005,P,128.65,24.96,111,3,132,132,132,165,270,314,326
STORE_0006,P,246.62,178.41,98,2,111,111,111,138,226,264,274
STORE_0007,P,358.91,38.1,90,2,110,110,110,138,226,263,273
STORE_0008,M,112.66,0.0,162,3,237,237,237,252,460,611,679
STORE_0009,M,41.69,0.0,180,5,265,265,265,282,513,682,757
STORE_0010,G,159.53,100.53,216,5,601,601,601,601,1052,1539,1854
