store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,44.76,354.66,101,3,54,54,54,67,110,128,133
STORE_0002,P,5.54,435.02,82,2,87,87,87,109,178,207,215
STORE_0003,P,81.86,258.34,77,2,62,62,62,77,126,147,153
STORE_0004,P,196.43,285.68,102,3,75,75,75,93,153,178,185
STORE_0005,P,123.15,18.17,112,1,71,71,71,89,146,170,176
STORE_0006,P,352.5,6.77,70,3,111,111,111,139,227,264,275
STORE_0007,P,286.8,36.04,92,3,79,79,79,99,162,188,196
STORE_0008,M,341.41,124.49,161,4,582,582,582,619,1128,1499,1664
STORE_0009,M,380.64,0.0,158,5,130,130,130,138,251,334,370
STORE_0010,G,37.35,307.23,210,6,813,813,813,813,1423,2081,2507
