store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,5.67,261.87,91,2,124,124,124,155,254,296,307
STORE_0002,P,15.44,315.87,104,2,128,128,128,160,261,304,316
STORE_0003,P,474.15,104.33,77,3,125,125,125,157,256,299,310
STORE_0004,P,278.77,305.7,60,2,56,56,56,70,115,134,139
STORE_0005,P,234.21,471.14,88,1,90,90,90,112,183,213,222
STORE_0006,P,263.99,323.69,95,3,69,69,69,87,142,165,171
STORE_0007,P,302.37,83.69,102,1,94,94,94,117,191,223,232
STORE_0008,P,204.96,71.15,73,2,96,96,96,120,197,229,238
STORE_0009,P,140.42,286.61,72,2,147,147,147,183,300,350,363
STORE_0010,P,159.08,66.96,99,1,110,110,110,138,226,263,273
STORE_0011,P,297.74,361.3,97,3,85,85,85,106,173,202,210
STORE_0012,P,109.43,436.35,71,2,72,72,72,89,146,170,177
STORE_0013,P,74.84,94.2,69,3,79,79,79,99,162,189,196
STORE_0014,P,255.19,256.48,98,3,63,63,63,79,129,150,156
STORE_0015,P,1.84,280.2,77,3,60,60,60,75,123,143,149
STORE_0016,P,342.28,436.67,86,3,99,99,99,123,202,235,244
STORE_0017,P,199.66,11.7,86,1,101,101,101,126,207,241,250
STORE_0018,P,477.86,452.91,110,2,133,133,133,166,271,316,328
STORE_0019,P,194.08,313.12,113,1,53,53,53,66,108,126,131
STORE_0020,P,102.04,465.77,110,2,122,122,122,153,249,291,302
STORE_0021,P,275.19,459.36,102,2,75,75,75,93,153,178,185
STORE_0022,P,207.66,316.28,84,3,63,63,63,79,130,151,157
STORE_0023,P,3.95,147.72,91,1,102,102,102,128,209,244,253
STORE_0024,P,326.26,116.42,94,1,88,88,88,109,179,209,217
STORE_0025,P,25.08,400.04,110,3,117,117,117,146,238,278,288
STORE_0026,P,362.61,304.66,76,1,60,60,60,75,123,143,148
STORE_0027,P,332.33,200.47,70,3,64,64,64,80,131,153,159
STORE_0028,P,140.17,199.7,107,3,91,91,91,114,187,217,226
STORE_0029,P,40.8,46.73,103,2,148,148,148,184,302,351,365
STORE_0030,P,177.81,81.8,102,1,128,128,128,160,262,306,317
STORE_0031,P,28.65,466.94,97,2,121,121,121,151,247,287,298
STORE_0032,P,215.84,466.22,78,2,83,83,83,104,170,198,206
STORE_0033,P,7.36,482.52,102,1,112,112,112,140,229,267,277
STORE_0034,P,171.3,23.6,79,1,53,53,53,66,107,125,130
STORE_0035,P,334.58,243.87,103,3,122,122,122,152,249,290,301
STORE_0036,M,0.0,0.0,136,3,653,653,653,694,1265,1682,1867
STORE_0037,M,127.75,84.17,144,3,366,366,366,389,709,942,1046
STORE_0038,M,212.73,229.39,170,3,258,258,258,274,500,664,737
STORE_0039,M,0.0,500.0,141,5,490,490,490,521,950,1262,1401
STORE_0040,M,44.01,358.14,150,5,194,194,194,206,376,500,555
STORE_0041,M,98.66,100.45,138,3,582,582,582,619,1127,1498,1663
STORE_0042,M,27.3,396.75,144,3,694,694,694,737,1344,1786,1982
STORE_0043,M,228.93,249.5,142,4,378,378,378,402,732,973,1080
STORE_0044,M,123.57,378.29,163,3,496,496,496,527,960,1276,1417
STORE_0045,M,154.07,327.91,163,4,668,668,668,710,1294,1720,1909
STORE_0046,M,121.52,35.81,123,3,568,568,568,604,1100,1463,1624
STORE_0047,M,44.26,408.97,139,4,544,544,544,579,1054,1401,1555
STORE_0048,G,145.42,351.01,217,6,1212,1212,1212,1212,2122,3102,3737
STORE_0049,G,332.33,95.34,210,6,1174,1174,1174,1174,2055,3004,3620
STORE_0050,G,110.78,342.06,196,6,858,858,858,858,1501,2194,2644
