store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,205.16,138.85,80,1,121,121,121,152,248,289,300
STORE_0002,P,23.28,70.59,60,3,72,72,72,90,146,171,177
STORE_0003,P,437.73,261.03,99,1,115,115,115,144,236,275,286
STORE_0004,P,168.78,317.47,98,2,92,92,92,115,189,220,228
STORE_0005,P,441.25,73.06,105,1,90,90,90,112,184,214,222
STORE_0006,P,76.57,7.8,94,1,110,110,110,138,225,262,273
STORE_0007,P,272.62,24.37,89,1,120,120,120,150,245,286,297
STORE_0008,M,204.67,57.05,151,5,256,256,256,273,497,660,733
STORE_0009,M,469.65,11.78,148,3,323,323,323,343,626,832,923
STORE_0010,G,297.89,9.11,205,6,1069,1069,1069,1069,1872,2736,3297
