store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,451.34,416.94,98,2,145,145,145,182,297,346,360
STORE_0002,P,145.18,391.9,76,1,61,61,61,76,125,146,151
STORE_0003,P,397.9,170.68,67,2,71,71,71,89,146,170,177
STORE_0004,P,430.08,278.48,85,2,67,67,67,83,136,159,165
STORE_0005,P,135.27,19.53,109,2,74,74,74,92,150,175,182
STORE_0006,P,444.55,190.52,94,2,128,128,128,160,262,305,316
STORE_0007,P,481.2,123.99,93,1,69,69,69,86,141,164,171
STORE_0008,M,134.54,289.8,165,5,668,668,668,710,1295,1721,1910
STORE_0009,M,114.59,390.43,151,5,612,612,612,650,1185,1574,1748
STORE_0010,G,446.26,223.99,221,6,704,704,704,704,1231,1800,2169
