store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,277.89,131.79,87,2,62,62,62,77,126,147,152
STORE_0002,P,387.85,225.84,93,1,55,55,55,69,112,131,136
STORE_0003,P,297.48,175.05,83,1,92,92,92,115,187,218,227
STORE_0004,P,219.14,464.95,94,1,87,87,87,108,177,207,214
STORE_0005,P,28.29,394.92,86,2,67,67,67,84,138,161,167
STORE_0006,P,140.06,133.81,107,1,137,137,137,171,280,327,339
STORE_0007,P,92.83,235.73,92,1,56,56,56,70,115,134,139
STORE_0008,P,138.74,295.27,105,1,70,70,70,88,144,167,174
STORE_0009,P,449.7,137.29,99,2,92,92,92,115,188,219,228
STORE_0010,P,63.11,476.23,99,2,50,50,50,63,102,119,124
STORE_0011,P,14.0,358.56,97,2,78,78,78,97,159,185,192
STORE_0012,P,152.76,468.58,67,3,121,121,121,151,247,288,299
STORE_0013,P,445.76,53.3,95,1,135,135,135,169,276,322,334
STORE_0014,P,13.09,180.12,83,1,65,65,65,82,134,156,162
STORE_0015,P,15.37,61.64,95,2,143,143,143,179,292,340,353
STORE_0016,P,359.48,472.24,78,3,53,53,53,66,108,125,130
STORE_0017,P,400.82,48.57,99,1,90,90,90,113,184,215,223
STORE_0018,P,146.93,53.62,111,3,97,97,97,122,199,232,241
STORE_0019,P,182.94,419.99,73,3,55,55,55,69,113,131,136
STORE_0020,P,473.25,98.47,82,3,117,117,117,146,239,278,289
STORE_0021,P,318.08,261.23,84,3,69,69,69,86,141,164,171
STORE_0022,P,348.25,269.36,95,2,99,99,99,124,202,236,245
STORE_0023,P,446.77,207.14,93,2,112,112,112,139,228,266,276
STORE_0024,P,33.7,82.7,71,1,98,98,98,123,201,234,243
STORE_0025,P,313.58,369.28,75,3,69,69,69,86,141,165,171
STORE_0026,P,212.52,310.39,93,2,148,148,148,185,302,352,365
STORE_0027,P,85.25,181.7,79,2,125,125,125,157,256,298,310
STORE_0028,P,88.17,300.28,88,2,67,67,67,84,137,160,166
STORE_0029,P,115.23,258.15,68,2,104,104,104,130,213,249,258
STORE_0030,P,499.11,310.98,105,1,79,79,79,99,162,189,196
STORE_0031,P,310.45,33.22,114,1,112,112,112,139,228,266,276
STORE_0032,P,402.98,439.22,97,2,70,70,70,87,142,166,172
STORE_0033,P,242.99,238.44,61,1,87,87,87,109,178,207,215
STORE_0034,P,67.37,250.67,91,1,86,86,86,107,175,204,212
STORE_0035,P,369.83,251.12,88,1,93,93,93,116,189,220,229
STORE_0036,P,6.95,108.72,94,3,112,112,112,140,228,266,276
STORE_0037,P,373.15,348.35,98,2,149,149,149,186,304,354,368
STORE_0038,P,141.66,227.98,96,3,83,83,83,104,170,198,206
STORE_0039,P,146.54,81.85,90,2,68,68,68,85,140,163,169
STORE_0040,P,292.81,67.45,96,3,64,64,64,80,131,153,158
STORE_0041,P,127.01,455.1,95,2,112,112,112,140,228,266,276
STORE_0042,P,68.58,148.78,88,2,89,89,89,111,182,212,220
STORE_0043,P,372.57,428.1,92,1,118,118,118,148,242,282,293
STORE_0044,P,21.49,430.7,107,2,70,70,70,88,144,168,174
STORE_0045,P,352.43,402.72,78,3,142,142,142,177,290,338,351
STORE_0046,P,4.49,257.34,93,2,147,147,147,184,301,351,364
STORE_0047,P,145.59,347.44,73,1,86,86,86,108,177,206,214
STORE_0048,P,437.12,233.02,77,1,62,62,62,77,127,147,153
STORE_0049,P,92.48,427.18,80,1,60,60,60,76,123,144,149
