store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,60.53,261.4,93,3,113,113,113,141,231,269,279
STORE_0002,P,146.28,112.1,109,3,123,123,123,154,251,293,304
STORE_0003,P,207.59,152.92,83,3,80,80,80,99,163,189,197
STORE_0004,P,432.12,155.21,80,1,132,132,132,165,270,315,327
STORE_0005,P,270.19,249.51,92,3,71,71,71,89,145,169,175
STORE_0006,P,184.82,10.06,94,2,64,64,64,81,132,154,159
STORE_0007,P,66.72,411.16,120,3,108,108,108,136,222,258,268
STORE_0008,P,196.35,449.93,103,3,79,79,79,99,162,189,196
STORE_0009,P,480.42,211.8,90,1,131,131,131,164,268,313,325
STORE_0010,P,165.64,470.3,91,3,100,100,100,125,204,238,247
STORE_0011,P,5.1,248.51,78,3,128,128,128,160,262,306,317
STORE_0012,P,165.04,129.87,107,3,104,104,104,131,214,249,258
STORE_0013,P,122.03,184.5,86,2,55,55,55,69,113,131,136
STORE_0014,P,117.88,99.8,88,1,117,117,117,146,240,279,290
STORE_0015,M,225.44,500.0,157,3,576,576,576,612,1115,1482,1645
STORE_0016,M,67.66,131.58,151,3,244,244,244,259,472,628,697
STORE_0017,M,69.04,395.11,128,5,408,408,408,434,791,1051,1167
STORE_0018,M,334.26,478.17,159,4,154,154,154,164,298,396,440
STORE_0019,M,138.72,181.54,175,5,161,161,161,171,312,415,461
STORE_0020,G,143.0,433.72,220,5,1464,1464,1464,1464,2563,3747,4514
