store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,206.79,21.13,109,1,97,97,97,121,198,231,240
STORE_0002,P,402.39,432.46,88,1,95,95,95,119,194,226,235
STORE_0003,P,420.73,405.82,120,2,110,110,110,137,224,261,271
STORE_0004,P,447.8,400.02,94,1,112,112,112,141,230,268,278
STORE_0005,P,252.9,196.91,102,2,91,91,91,113,185,216,224
STORE_0006,P,175.19,397.95,72,2,95,95,95,119,194,227,235
STORE_0007,P,486.01,498.14,66,1,68,68,68,85,138,161,167
STORE_0008,M,97.6,0.0,144,5,614,614,614,653,1189,1581,1755
STORE_0009,M,387.66,487.72,162,5,248,248,248,263,480,637,708
STORE_0010,G,308.88,435.33,227,6,908,908,908,908,1589,2323,2799
