store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,265.88,429.7,93,3,65,65,65,81,132,154,160
STORE_0002,P,80.53,494.2,78,1,146,146,146,183,299,348,361
STORE_0003,P,360.31,290.63,93,2,78,78,78,97,159,186,193
STORE_0004,P,381.74,50.73,69,1,118,118,118,148,241,281,292
STORE_0005,P,337.13,40.66,97,1,54,54,54,68,111,129,134
STORE_0006,P,316.57,194.31,70,2,71,71,71,89,146,170,177
STORE_0007,P,61.63,21.69,87,3,79,79,79,99,162,189,196
STORE_0008,M,274.17,112.15,149,4,510,510,510,542,988,1313,1457
STORE_0009,M,157.2,500.0,143,5,716,716,716,761,1386,1843,2045
STORE_0010,G,308.14,18.46,213,5,1433,1433,1433,1433,2508,3667,4419
