store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,224.85,419.2,60,1,129,129,129,161,263,306,318
STORE_0002,P,329.75,237.84,91,1,62,62,62,78,127,148,154
STORE_0003,P,290.36,25.9,99,2,103,103,103,129,211,245,255
STORE_0004,P,52.91,361.17,98,2,62,62,62,78,127,148,154
STORE_0005,P,442.9,398.02,120,1,143,143,143,178,291,339,352
STORE_0006,P,349.5,362.35,80,2,97,97,97,121,198,231,240
STORE_0007,P,280.47,328.66,96,1,127,127,127,159,260,303,314
STORE_0008,P,384.21,21.49,101,3,143,143,143,179,292,340,353
STORE_0009,P,202.52,370.85,75,1,101,101,101,127,207,242,251
STORE_0010,P,70.11,441.31,96,3,124,124,124,155,253,295,306
STORE_0011,P,50.95,277.34,79,3,62,62,62,77,127,147,153
STORE_0012,P,488.11,433.23,71,2,121,121,121,151,247,288,299
STORE_0013,P,104.69,393.21,78,2,55,55,55,68,112,130,135
STORE_0014,P,300.31,204.35,81,2,136,136,136,170,278,324,336
STORE_0015,P,288.86,51.56,112,3,68,68,68,85,140,163,169
STORE_0016,P,385.31,55.37,94,3,117,117,117,146,239,278,289
STORE_0017,P,324.43,185.05,98,3,50,50,50,63,103,120,125
STORE_0018,P,462.53,109.87,101,2,144,144,144,180,294,343,356
STORE_0019,P,32.36,47.17,93,1,147,147,147,184,301,350,364
STORE_0020,P,341.63,111.27,72,3,133,133,133,166,272,317,329
STORE_0021,P,443.19,313.93,115,2,63,63,63,79,128,150,155
STORE_0022,P,177.57,397.48,82,3,114,114,114,143,234,272,283
STORE_0023,P,303.71,243.44,69,2,123,123,123,153,251,292,303
STORE_0024,P,256.52,474.15,101,1,133,133,133,166,272,317,329
STORE_0025,P,305.64,216.68,79,2,106,106,106,132,216,251,261
STORE_0026,P,87.62,152.62,86,1,133,133,133,166,271,316,328
STORE_0027,P,278.66,262.34,97,2,102,102,102,127,208,242,252
STORE_0028,P,461.14,61.15,90,1,80,80,80,100,164,191,198
STORE_0029,P,481.95,416.76,94,1,97,97,97,121,198,231,240
STORE_0030,P,49.53,307.43,120,2,144,144,144,181,295,344,357
STORE_0031,P,463.08,333.5,73,3,108,108,108,135,220,257,267
STORE_0032,P,45.22,242.97,117,3,129,129,129,161,263,306,318
STORE_0033,P,366.63,357.31,90,3,64,64,64,80,131,152,158
STORE_0034,P,436.0,119.77,81,3,101,101,101,126,206,240,249
STORE_0035,P,258.24,439.79,67,3,137,137,137,171,280,326,338
STORE_0036,P,253.68,301.69,100,1,113,113,113,141,231,269,279
STORE_0037,P,280.88,385.52,98,3,107,107,107,134,219,255,265
STORE_0038,P,488.09,326.48,93,3,106,106,106,133,217,253,263
STORE_0039,P,147.47,359.55,87,1,82,82,82,103,168,196,203
STORE_0040,P,427.49,294.14,67,2,144,144,144,180,294,342,355
STORE_0041,P,104.52,266.54,79,2,110,110,110,138,226,263,273
STORE_0042,P,369.23,340.28,84,3,87,87,87,109,178,207,215
STORE_0043,P,349.57,255.84,98,2,95,95,95,119,195,227,236
STORE_0044,P,250.48,166.48,82,2,126,126,126,158,258,300,312
STORE_0045,P,8.47,421.15,109,2,90,90,90,113,184,215,223
STORE_0046,P,291.53,116.72,78,1,51,51,51,64,105,122,127
STORE_0047,P,321.92,488.61,103,1,70,70,70,87,143,166,173
STORE_0048,P,206.91,300.78,63,3,91,91,91,113,185,216,224
STORE_0049,P,29.41,319.82,90,3,110,110,110,138,225,262,273
STORE_0050,P,344.71,437.47,99,2,64,64,64,80,130,152,158
STORE_0051,P,17.76,311.02,83,1,139,139,139,174,285,332,345
STORE_0052,P,321.17,104.84,82,2,61,61,61,76,125,145,151
STORE_0053,P,288.35,274.47,86,3,127,127,127,159,260,303,315
STORE_0054,P,359.74,333.0,107,1,120,120,120,150,245,285,296
STORE_0055,P,186.58,219.51,117,1,94,94,94,118,192,224,233
STORE_0056,P,287.73,254.24,90,1,113,113,113,141,231,269,279
STORE_0057,P,243.91,182.67,99,2,130,130,130,162,265,309,321
STORE_0058,P,137.19,395.04,78,2,130,130,130,162,266,310,321
STORE_0059,P,463.89,300.71,79,3,102,102,102,128,209,243,253
STORE_0060,P,281.65,101.19,88,3,149,149,149,187,305,356,369
STORE_0061,P,298.55,153.03,99,1,131,131,131,163,267,311,323
STORE_0062,P,125.37,200.22,93,1,120,120,120,150,245,285,296
STORE_0063,P,480.6,68.02,91,2,87,87,87,109,178,207,215
STORE_0064,P,254.09,338.12,110,2,110,110,110,138,226,263,273
STORE_0065,P,423.02,210.34,106,1,140,140,140,175,286,333,346
STORE_0066,P,123.08,33.49,78,1,95,95,95,119,195,227,236
STORE_0067,P,395.91,67.53,90,1,74,74,74,93,152,177,184
STORE_0068,P,126.32,243.23,109,1,130,130,130,162,266,309,321
STORE_0069,P,3.01,307.83,96,2,127,127,127,159,260,303,315
STORE_0070,P,418.74,264.15,91,2,147,147,147,184,301,350,364
STORE_0071,M,306.87,288.33,142,3,580,580,580,616,1123,1493,1657
STORE_0072,M,419.81,444.52,168,4,692,692,692,736,1340,1781,1977
STORE_0073,M,110.98,330.93,171,4,329,329,329,349,637,846,939
STORE_0074,M,355.26,397.39,156,4,337,337,337,358,653,868,963
STORE_0075,M,376.83,99.72,120,5,337,337,337,358,652,867,962
STORE_0076,M,359.34,391.08,151,3,626,626,626,666,1213,1612,1789
STORE_0077,M,411.39,255.44,166,3,497,497,497,528,962,1279,1420
STORE_0078,M,380.35,261.84,155,3,480,480,480,510,929,1235,1371
STORE_0079,M,367.5,500.0,151,5,375,375,375,399,727,966,1073
STORE_0080,M,400.12,157.85,144,5,319,319,319,339,617,820,911
STORE_0081,M,98.88,279.27,123,5,555,555,555,590,1075,1429,1586
STORE_0082,M,283.66,273.19,154,3,241,241,241,256,467,621,689
STORE_0083,M,88.09,304.0,148,5,556,556,556,591,1077,1432,1589
STORE_0084,M,0.0,274.33,160,3,493,493,493,524,955,1270,1409
STORE_0085,M,26.19,176.48,149,4,589,589,589,626,1141,1517,1683
STORE_0086,M,230.24,251.13,149,4,146,146,146,155,283,376,418
STORE_0087,M,149.57,276.5,154,4,245,245,245,261,475,632,702
STORE_0088,M,150.26,500.0,149,3,740,740,740,786,1433,1905,2114
STORE_0089,M,24.82,428.12,161,5,695,695,695,739,1346,1789,1986
STORE_0090,M,500.0,28.37,122,4,648,648,648,689,1256,1669,1853
STORE_0091,M,467.7,57.69,156,3,340,340,340,361,659,875,972
STORE_0092,M,346.85,0.0,148,4,537,537,537,571,1041,1383,1536
STORE_0093,M,409.23,370.87,149,4,546,546,546,580,1058,1406,1560
STORE_0094,M,135.44,182.54,163,4,669,669,669,711,1296,1722,1911
STORE_0095,M,298.72,297.14,164,3,495,495,495,527,959,1275,1416
STORE_0096,G,489.31,148.96,187,6,806,806,806,806,1410,2062,2484
STORE_0097,G,500.0,446.34,213,6,560,560,560,560,979,1432,1725
STORE_0098,G,276.16,44.2,201,5,541,541,541,541,947,1385,1669
STORE_0099,G,0.0,58.45,193,5,1362,1362,1362,1362,2384,3485,4199
STORE_0100,G,409.98,356.75,229,6,1423,1423,1423,1423,2490,3640,4386
