store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,300.75,350.2,60,1,65,65,65,81,133,155,161
STORE_0002,P,237.49,459.48,91,3,86,86,86,107,176,205,213
STORE_0003,P,465.55,475.86,114,1,101,101,101,126,206,239,249
STORE_0004,P,398.69,122.41,88,1,149,149,149,186,304,354,368
STORE_0005,P,492.58,459.25,66,1,75,75,75,94,154,179,186
STORE_0006,P,210.88,217.95,101,2,105,105,105,131,214,249,259
STORE_0007,P,158.49,384.73,108,2,107,107,107,134,219,255,264
STORE_0008,P,134.3,69.55,91,2,86,86,86,107,175,204,211
STORE_0009,P,186.21,280.93,111,2,83,83,83,104,170,198,205
STORE_0010,P,127.33,80.31,60,1,132,132,132,165,270,314,326
STORE_0011,P,52.76,463.31,85,3,122,122,122,153,250,291,302
STORE_0012,P,469.03,292.37,74,3,63,63,63,78,128,149,155
STORE_0013,P,366.42,237.92,66,3,97,97,97,121,198,231,240
STORE_0014,P,77.46,364.57,109,1,86,86,86,107,175,204,212
STORE_0015,P,446.17,450.55,86,3,63,63,63,78,128,149,155
STORE_0016,P,18.65,397.02,86,3,112,112,112,140,230,267,278
STORE_0017,P,272.83,278.78,95,1,62,62,62,78,127,148,154
STORE_0018,P,57.55,81.25,74,1,60,60,60,75,123,143,149
STORE_0019,P,223.15,386.3,68,2,90,90,90,112,183,213,222
STORE_0020,P,459.44,51.96,73,3,109,109,109,136,223,259,269
STORE_0021,P,306.76,295.71,93,3,101,101,101,126,206,240,249
STORE_0022,P,482.27,65.22,93,3,134,134,134,168,275,320,332
STORE_0023,P,406.47,387.17,67,3,103,103,103,129,211,245,255
STORE_0024,P,189.29,372.22,90,3,87,87,87,108,177,207,215
STORE_0025,P,23.75,431.57,91,1,150,150,150,187,306,356,370
STORE_0026,P,367.47,436.05,70,3,97,97,97,122,199,232,241
STORE_0027,P,45.43,286.68,90,1,94,94,94,117,191,223,231
STORE_0028,P,43.35,196.6,88,1,95,95,95,118,193,225,234
STORE_0029,P,49.37,241.25,92,3,117,117,117,146,239,279,289
STORE_0030,P,476.01,123.41,98,1,127,127,127,159,259,302,314
STORE_0031,P,495.85,34.44,80,3,128,128,128,159,261,304,315
STORE_0032,P,22.49,206.4,119,3,52,52,52,65,107,124,129
STORE_0033,P,327.86,267.74,87,2,68,68,68,85,138,161,167
STORE_0034,P,146.89,435.61,105,2,117,117,117,147,240,280,290
STORE_0035,P,498.66,11.26,70,3,63,63,63,78,128,149,155
STORE_0036,M,331.75,80.93,154,5,148,148,148,158,287,382,424
STORE_0037,M,500.0,0.0,165,4,410,410,410,436,794,1055,1171
STORE_0038,M,397.11,85.43,135,5,594,594,594,631,1150,1528,1696
STORE_0039,M,494.53,460.61,171,3,390,390,390,415,756,1005,1116
STORE_0040,M,188.07,486.83,177,4,709,709,709,754,1373,1825,2026
STORE_0041,M,500.0,381.59,144,4,349,349,349,371,676,899,998
STORE_0042,M,56.12,494.84,139,5,313,313,313,333,606,805,894
STORE_0043,M,426.34,12.45,159,4,548,548,548,582,1061,1410,1565
STORE_0044,M,48.44,395.43,155,3,475,475,475,505,920,1222,1357
STORE_0045,M,71.27,420.36,151,3,461,461,461,490,893,1186,1317
STORE_0046,M,177.39,301.75,173,3,646,646,646,686,1251,1662,1845
STORE_0047,M,37.32,285.0,148,5,339,339,339,360,656,872,968
STORE_0048,G,452.59,363.43,194,6,1302,1302,1302,1302,2278,3331,4013
STORE_0049,G,0.0,329.3,218,6,1364,1364,1364,1364,2386,3489,4204
STORE_0050,G,320.15,247.16,187,6,504,504,504,504,882,1290,1554
