store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,211.75,386.38,107,2,87,87,87,109,179,208,216
STORE_0002,P,287.48,320.07,97,2,126,126,126,157,257,300,311
STORE_0003,P,323.52,196.46,97,1,97,97,97,121,199,231,240
STORE_0004,P,318.82,366.6,82,2,135,135,135,168,275,321,333
STORE_0005,P,389.57,421.29,94,1,101,101,101,126,206,240,249
STORE_0006,P,60.42,264.4,65,2,61,61,61,76,124,144,150
STORE_0007,P,21.69,389.8,100,3,92,92,92,115,188,219,227
STORE_0008,M,269.06,399.32,164,4,161,161,161,171,312,415,461
STORE_0009,M,329.94,376.96,165,4,636,636,636,676,1231,1637,1817
STORE_0010,G,274.11,412.23,216,5,1295,1295,1295,1295,2267,3315,3993
