store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,496.77,355.97,60,2,106,106,106,132,216,252,261
STORE_0002,P,18.44,161.06,103,3,133,133,133,166,271,316,328
STORE_0003,P,105.17,478.85,110,2,132,132,132,165,270,315,327
STORE_0004,P,227.88,386.04,103,3,80,80,80,100,163,190,198
STORE_0005,P,28.87,119.26,76,2,147,147,147,184,301,351,364
STORE_0006,P,78.27,380.94,82,3,129,129,129,162,264,308,320
STORE_0007,P,8.06,452.36,79,1,146,146,146,182,298,347,360
STORE_0008,P,236.85,74.75,93,2,53,53,53,66,108,126,131
STORE_0009,P,39.23,381.89,104,3,61,61,61,76,125,146,151
STORE_0010,P,226.49,480.15,82,3,53,53,53,66,108,126,131
STORE_0011,P,170.17,283.93,69,1,113,113,113,141,231,269,279
STORE_0012,P,388.44,348.08,100,2,69,69,69,86,141,164,170
STORE_0013,P,73.11,253.54,94,3,68,68,68,85,139,162,169
STORE_0014,P,223.3,49.22,94,3,108,108,108,135,221,257,267
STORE_0015,P,107.64,109.43,90,3,122,122,122,153,250,292,303
STORE_0016,P,439.44,187.59,93,3,112,112,112,140,229,267,277
STORE_0017,P,86.05,72.67,96,3,91,91,91,113,185,216,224
STORE_0018,P,408.81,206.37,82,3,66,66,66,82,134,156,162
STORE_0019,P,258.98,418.86,74,1,63,63,63,79,128,150,155
STORE_0020,P,363.98,237.64,89,2,147,147,147,184,300,350,363
STORE_0021,P,464.14,124.55,84,1,138,138,138,172,281,328,340
STORE_0022,P,423.44,33.69,83,3,61,61,61,76,125,146,151
STORE_0023,P,36.06,369.33,94,3,141,141,141,176,288,336,348
STORE_0024,P,55.19,292.32,69,3,56,56,56,69,114,132,137
STORE_0025,P,226.48,14.55,95,3,103,103,103,129,211,246,255
STORE_0026,P,106.93,121.42,60,1,132,132,132,165,271,315,327
STORE_0027,P,113.36,392.3,77,2,84,84,84,105,171,200,207
STORE_0028,P,0.66,423.51,63,1,91,91,91,113,186,216,224
STORE_0029,P,338.95,268.66,97,2,64,64,64,81,132,153,159
STORE_0030,P,155.01,5.54,105,2,82,82,82,102,167,195,202
STORE_0031,P,494.2,331.42,101,1,138,138,138,172,281,328,340
STORE_0032,P,456.68,36.31,74,2,131,131,131,164,268,312,324
STORE_0033,P,16.27,263.96,101,3,142,142,142,178,291,339,352
STORE_0034,P,212.06,5.88,74,1,119,119,119,149,243,283,294
STORE_0035,P,297.89,93.21,89,2,54,54,54,67,109,127,132
STORE_0036,M,327.81,263.3,163,3,584,584,584,621,1132,1504,1670
STORE_0037,M,23.09,500.0,150,5,354,354,354,376,686,911,1012
STORE_0038,M,439.81,381.6,159,5,584,584,584,621,1132,1504,1670
STORE_0039,M,201.32,278.9,155,5,606,606,606,644,1174,1560,1732
STORE_0040,M,12.81,83.85,147,5,617,617,617,656,1196,1589,1764
STORE_0041,M,186.4,218.78,148,5,364,364,364,386,704,936,1039
STORE_0042,M,31.59,363.33,168,5,245,245,245,260,475,631,700
STORE_0043,M,29.98,327.11,137,5,270,270,270,287,523,695,772
STORE_0044,M,91.88,136.39,143,3,170,170,170,180,329,437,485
STORE_0045,M,454.54,157.53,143,4,550,550,550,585,1066,1417,1573
STORE_0046,M,272.51,262.63,120,4,590,590,590,627,1143,1519,1686
STORE_0047,M,306.92,197.3,147,4,520,520,520,553,1008,1339,1487
STORE_0048,G,173.49,192.73,239,5,1194,1194,1194,1194,2090,3056,3682
STORE_0049,G,194.05,29.05,194,5,1138,1138,1138,1138,1992,2913,3510
STORE_0050,G,0.0,397.89,217,6,516,516,516,516,902,1319,1589
