store_id,type,x_coordinate,y_coordinate,visit_duration_minutes,initial_frequency,baseline_profitability,profitability_freq_1,profitability_freq_2,profitability_freq_3,profitability_freq_4,profitability_freq_5,profitability_freq_6
STORE_0001,P,215.41,22.82,101,2,124,124,124,155,254,296,307
STORE_0002,P,421.1,383.02,96,1,112,112,112,141,230,268,278
STORE_0003,P,357.12,192.98,76,1,116,116,116,145,237,276,286
STORE_0004,P,50.57,40.16,101,2,146,146,146,183,299,348,361
STORE_0005,P,378.05,382.51,74,3,148,148,148,185,303,353,366
STORE_0006,P,226.15,213.65,87,1,147,147,147,184,301,350,364
STORE_0007,P,196.48,25.34,95,2,76,76,76,95,155,181,187
STORE_0008,M,291.77,0.0,123,5,305,305,305,324,590,785,871
STORE_0009,M,274.13,0.0,165,4,284,284,284,302,549,730,811
STORE_0010,G,470.13,479.57,194,6,872,872,872,872,1526,2231,2688
